record,candidate_id,input_hw,rounds,start_hw,best_hw,improvement,best_m2,best_state_diff
20,bit13_m916a56aa,41,24,126,98,28,"0x00000000,0x00000000,0x00000000,0x00000000,0x00400000,0x00002000,0x00000000,0x00000000,0x00000000,0x00000000,0x00040000,0x00000000,0x00004000,0x00004000,0x00000100,0x00000000","0x21718279,0x13f20008,0x9278411a,0x88313c42,0x185ca959,0xc9380bc0,0x09422303,0x7dd3c6a1"
21,bit13_m916a56aa,41,24,126,102,24,"0x00000100,0x00001000,0x08000000,0x00008000,0x00008040,0x00000008,0x04000000,0x00000000,0x00000080,0x00200000,0x00040000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000","0x20d9d61a,0x59240dba,0x55e9a471,0x0257ac9a,0xbc352b0d,0x84011511,0x4611d413,0x0e821012"
22,bit13_m916a56aa,41,24,128,100,28,"0x00000000,0x00000000,0x00000020,0x00000000,0x00010200,0x00000000,0x00000010,0x00002000,0x00000000,0x00100000,0x00000000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000","0x26dc4021,0x84861eaa,0xa903d00e,0x00e1b445,0x15781c45,0xc04b9562,0x8520f864,0x2453d175"
23,bit13_m916a56aa,41,24,116,101,15,"0x00000800,0x00000000,0x00000000,0x00001000,0x00000000,0x20000000,0x00000800,0x00000000,0x00200010,0x00000000,0x00001000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000","0x1c828e60,0x0c206300,0x133a9c8e,0x010e7645,0x02577d88,0xc21f5083,0x1153943a,0x54e5166e"
24,bit13_m916a56aa,41,24,130,102,28,"0x00000000,0x00800000,0x00000000,0x00100000,0x00000000,0x00002000,0x00000000,0x00000000,0x00004000,0x00000000,0x20000000,0x00000000,0x00000200,0x00000000,0x00000000,0x00000000","0x09549ba6,0xf20fd52c,0x02a2042c,0x00215526,0x11402c58,0x109e5ee4,0x08434719,0xcc4a7e5f"
25,bit13_m916a56aa,41,24,133,102,31,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00006808,0x00001000,0x00000000,0x20008000,0x00010000,0x00000040,0x08000000,0x00000000,0x00001000,0x00000000","0x8300d58f,0x499d88c8,0xd5bfc49d,0x85ec4522,0x2825c108,0x78024430,0xdd000ca3,0x6438f2c0"
26,bit13_m916a56aa,41,24,123,101,22,"0x00001008,0x00000000,0x00000000,0x00000000,0x00000800,0x00000000,0x00000000,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00040000,0x00008001,0x00200000,0x00000000","0xa64839c1,0x4d641490,0xa0ae4635,0xb0c28d20,0xd1a56665,0x9c41a35b,0xe4089028,0x07b0d860"
27,bit13_m916a56aa,41,24,129,102,27,"0x00400000,0x00000000,0x00000000,0x00000000,0x00000000,0x00001000,0x00000000,0x00000080,0x80000002,0x00000000,0x00000000,0x00000000,0x00000010,0x20000000,0x00400000,0x00000000","0x43a924cc,0x72226481,0x21842a39,0x436e8c2f,0x96464131,0xaaa1895c,0x27a63920,0x71103313"
28,bit13_m916a56aa,42,24,121,96,25,"0x00004000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00040800,0x00000000,0x00000000,0x00000800","0x926a2261,0x1b410614,0x00c0dab0,0xe4c9bdb6,0x3b303301,0x20a809f7,0x11410f81,0x26c23180"
29,bit13_m916a56aa,42,24,136,99,37,"0x80000001,0x00000000,0x00000080,0x00000000,0x00000000,0x00000000,0x00000009,0x00000000,0x00000000,0x80000000,0x00800020,0x00000000,0x00000000,0x00200000,0x00000008,0x00000000","0x23c26fc0,0xc0017981,0x01b44804,0x8ca1633a,0x1580199a,0x23a5149f,0xa098d12a,0xaadd0836"
30,bit13_m916a56aa,42,24,140,98,42,"0x80000000,0x00000010,0x00000000,0x00000000,0x00000000,0x00004000,0x00000000,0x00000040,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000","0x04df5079,0x823980a9,0x041b6f9a,0x1e2e3680,0x0842ec40,0x38682804,0x28b0034b,0x215f2ed0"
31,bit13_m916a56aa,42,24,127,98,29,"0x01000000,0x00000000,0x00000000,0x00100000,0x00000200,0x00000000,0x00000000,0x00000000,0x02404000,0x00000000,0x00010000,0x00000002,0x00000000,0x00000000,0x00000000,0x00404000","0x8af260f8,0x013d330a,0x02142c14,0x0d18b20f,0x93228693,0x7a2a8536,0x24c93592,0x54520092"
32,bit13_m916a56aa,42,24,131,98,33,"0x00000000,0x00000000,0x00020000,0x00000000,0x04000000,0x00000000,0x08400000,0x00000000,0x00040000,0x00000000,0x14000000,0x01000000,0x00008000,0x00004000,0x00000000,0x00000000","0x9a482050,0xd17184d2,0x38026cb6,0x541ba9eb,0x5454d845,0x35052038,0x24039e36,0x001e0c61"
33,bit13_m916a56aa,42,24,138,102,36,"0x00001000,0x00000000,0x00000008,0x00400000,0x20004000,0x00000000,0x00000080,0x00000000,0x01000000,0x00000004,0x00000000,0x00000020,0x00001000,0x04300000,0x00200000,0x00000000","0x3c9da7c3,0x2570e160,0xf12852e8,0xa9c6706c,0xc838100b,0xd8a13a11,0xd300012a,0x08e25924"
34,bit13_m916a56aa,42,24,124,101,23,"0x00000000,0x00040000,0x00000000,0x00000000,0x00000000,0x00000010,0x04000000,0x00000000,0x00000000,0x00000000,0x00040000,0x00000000,0x00000001,0x00000080,0x00000000,0x00000000","0x35020f62,0xeb467110,0xc4899318,0xd8a62238,0x0af42859,0x9d141424,0x9e2d4300,0x6668f0c4"
35,bit13_m916a56aa,42,24,138,101,37,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00010001,0x00040000,0x40000000,0x08000000,0x00000500,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000","0x7a2051d8,0x07002726,0x8015b10a,0x06cbbc83,0xb00d9cb8,0xd15008ac,0x044c35cc,0x1e4b2d55"
36,bit13_m916a56aa,42,24,136,104,32,"0x00000000,0x00001000,0x00000002,0x00000000,0x00002000,0x00200000,0x00000000,0x00000000,0x00008000,0x41000000,0x00000000,0x00000000,0x00000000,0x10000000,0x00000000,0x00000000","0x08306050,0xe203867c,0xc1bb06c9,0x6012483d,0x00b12b74,0xaca31ee2,0xff85f606,0x820c4c64"
37,bit13_m916a56aa,42,24,133,104,29,"0x00000000,0x00020000,0x00000000,0x00000040,0x00000000,0x00000000,0x00000000,0x00000200,0x00000000,0x80000000,0x00000008,0x00000000,0x00000000,0x00200008,0x00000000,0x00000000","0xd4512471,0x61dc14c1,0xe27201e3,0x24308d26,0x9e2110f0,0x04ca2842,0x9c718654,0x65e4e576"
38,bit13_m916a56aa,43,24,127,101,26,"0x00000000,0x00000000,0x00800000,0x00000000,0x00020000,0x00900000,0x00000080,0x00000000,0x00000000,0x00000000,0x00000000,0x00000010,0x00000000,0x00000000,0x00000400,0x01800040","0xf3d62409,0xaa5a80d4,0x00142809,0x2ad251c3,0x8922178d,0x07b202d6,0x57441ee9,0x11b023a2"
39,bit13_m916a56aa,43,24,131,104,27,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000010,0x02000000,0x00000000,0x00000000,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000","0x61610df6,0x0a128459,0x5704a274,0xbea91182,0x47862439,0x1662a663,0x4c2069be,0x4319c10c"
40,bit13_m916a56aa,43,24,134,98,36,"0x00000040,0x00080040,0x03000000,0x00000000,0x00000000,0x00000080,0x00000000,0x00040000,0x00200000,0x00000000,0x00000000,0x00000000,0x02000000,0x00000400,0x00000000,0x00000000","0x4cb8f101,0x8d52b4c7,0x865b0288,0x6f8a9032,0x8f4cd785,0xaa080880,0x248404a0,0xb416390c"
41,bit13_m916a56aa,43,24,121,100,21,"0x00040000,0x00010000,0x00000400,0x00000000,0x00000000,0x00010000,0x00002000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x40000000,0x00000000,0x00000000","0x01199706,0x19ec0040,0x16b4ae15,0x29483163,0x0b0bca68,0x84d1a48d,0x26fd1d4a,0xa2ba0082"
42,bit13_m916a56aa,44,24,119,98,21,"0x00000000,0x00100000,0x00000000,0x00000000,0x00000000,0x00000101,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00080400,0x00000000,0x00000000,0x00022000,0x00400000","0x9a476291,0xe6143164,0x0c3c2838,0x888a6c69,0x69f89021,0x82d52b42,0x129523c1,0x10128d06"
43,bit13_m916a56aa,44,24,116,99,17,"0x00000100,0x00000000,0x00000000,0x00000000,0x00000000,0x10000080,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00400001,0x00000000,0x00000000,0x00000000","0x56930847,0x8892a17c,0xaa015114,0x0f99ae44,0x8b0902ec,0xa332091c,0x0e23288d,0xe02a528c"
