record,candidate_id,input_hw,rounds,start_hw,best_hw,improvement,best_m2,best_state_diff
12,bit13_m916a56aa,40,16,126,89,37,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000010,0x00000000,0x00000000,0x00000010,0x80000000,0x02000000,0x00000080,0x96213043","0x02645101,0xe818020f,0x63901510,0x3d111540,0x04000144,0xb27d4029,0xc630bf1b,0xa04d70b6"
13,bit13_m916a56aa,40,16,129,90,39,"0x20000000,0x00004000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000001,0x00000000,0x00002000,0x00000000,0x00000000,0x00000000,0x00000008,0x00008800,0x011f8ca4","0x20010428,0x28ee3886,0x043154e4,0xec9e6dd5,0x40c10000,0x19a40d38,0x05025480,0xf91b6d90"
14,bit13_m916a56aa,41,16,132,92,40,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000020,0x00000000,0x00000080,0x00000000,0x20000000,0x00000000,0x00000000,0x00000000,0x00004002,0xe1418181","0x90000140,0x08ca34b6,0x1743a953,0x232680b3,0x02400001,0x72f2e938,0x32ce1215,0x9762c0e3"
15,bit13_m916a56aa,41,16,136,79,57,"0x00000000,0x00000000,0x00000000,0x00000000,0x00001000,0x00000000,0x00000000,0x00004800,0x00000000,0x00000000,0x00000000,0x00001000,0x00000802,0x00000010,0x20101200,0x1840085e","0x89040800,0x319ebae4,0x254c680d,0x3b115162,0x20014009,0xd50aa008,0xf2023122,0x20210409"
16,bit13_m916a56aa,41,16,128,87,41,"0x00000000,0x00000000,0x40080000,0x00000008,0x00000010,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000044,0x36a8008b","0x11000c14,0x0168ba81,0xf1b44117,0x092140c1,0x088a0020,0x58632a3e,0xc25b0b16,0x858f5504"
17,bit13_m916a56aa,41,16,139,78,61,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000040,0x00000400,0x00000000,0x00000000,0x00000040,0x00000000,0x08808000,0x00250000,0xbc154c22","0x10125000,0xb28946c0,0xb28a9c95,0x046128a5,0x01440024,0xcc146a04,0x16216090,0x01c6aa42"
18,bit13_m916a56aa,41,16,122,89,33,"0x00000100,0x00000000,0x00000000,0x00000000,0x00000080,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x0000010a,0x5aaf2d3a","0x000008a5,0x49000925,0xc8fc8b76,0x80821d50,0x08409400,0xbe8c9630,0x383aacc2,0x9c57c264"
19,bit13_m916a56aa,41,16,121,81,40,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00004000,0x00000000,0x00002000,0x00000000,0x01000000,0x80200080,0x04100008,0x48951182","0x1480000c,0x6096100a,0xa6790ad0,0xbb30350a,0x000a400a,0x59754683,0x8d104341,0x403d2500"
20,bit13_m916a56aa,41,16,121,87,34,"0x00000000,0x00400000,0x00000000,0x00000000,0x00000000,0x00000000,0x00008000,0x00001000,0x00000000,0x00000000,0x00000000,0x00200000,0x00000000,0x00000000,0x08000100,0xa2a74e3e","0x01000002,0x2941b103,0x720c0cd9,0x7c7134f8,0x30888410,0x4a55a064,0x1b678002,0x94646d85"
21,bit13_m916a56aa,41,16,129,89,40,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000020,0x10000000,0x00200000,0x00000000,0x02200000,0x73ab3001","0x10490000,0x5440c5d9,0x44210301,0x0b2d6328,0x00104491,0xf5278d6e,0xd5a78124,0x2cb91819"
22,bit13_m916a56aa,41,16,121,81,40,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00004000,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000401,0x00000000,0x00000000,0xcc284002,0x319fc59c","0x00242420,0x44474210,0xc4062469,0x50e60980,0xa0800909,0x1035c690,0x6d28a8f9,0x205e22c9"
23,bit13_m916a56aa,41,16,141,91,50,"0x00000040,0x00000000,0x00000000,0x20000000,0x00000200,0x00000000,0x00000000,0x00000001,0x00000000,0x00000000,0x20000000,0x00000000,0x00000000,0x00000000,0x00002081,0x07a208c0","0x08114482,0xc00dcfa0,0x8560e8ab,0x4b62a042,0x02240001,0x280e901d,0xecb019d2,0xda41bb16"
24,bit13_m916a56aa,41,16,130,91,39,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00020000,0x00000000,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x10100000,0xa41dc4a7","0x80200405,0x0a4341ee,0xb4ab3524,0xe3c8a06e,0x00844910,0x6135c801,0x1e10ce02,0x6e746072"
25,bit13_m916a56aa,41,16,133,77,56,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000100,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00008000,0x80000000,0x00001000,0x44800000,0xc8594fe8","0x00509240,0x42728aab,0x346f8501,0x110ce0c0,0x49000020,0x008ca0c2,0x430c8022,0x11af02f5"
26,bit13_m916a56aa,41,16,113,81,32,"0x00000000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00400000,0x00000000,0x40200200,0xa7134020","0x10000420,0x126cc284,0x0b12f260,0x06005287,0x05121048,0xcca0b811,0x184690bb,0x22d8b6a4"
27,bit13_m916a56aa,41,16,115,85,30,"0x08000100,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000040,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x0c060400,0xce86059d","0x60402004,0x05080911,0x1423f4eb,0x18490311,0x00061a11,0x01b50823,0x6f0ac9a9,0x1da3385c"
28,bit13_m916a56aa,42,16,130,85,45,"0x02000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000001,0x00000100,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x42020000,0x03aba3ec","0x10684504,0x5850d027,0x209849fa,0x80e243c0,0x00040810,0xe08c4300,0xdb75e1cc,0x7018221d"
29,bit13_m916a56aa,42,16,131,76,55,"0x00000000,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000400,0x00000000,0x00000800,0x20020000,0x81d08c90","0x21000084,0x855220e1,0x06700b42,0x4d893488,0x04060852,0x8b2801a8,0x485330ae,0x06b0c600"
30,bit13_m916a56aa,42,16,125,83,42,"0x00000000,0x00000000,0x00002400,0x00000000,0x00000000,0x00080000,0x00000000,0x00000000,0x00400000,0x00000000,0x00000000,0x00000000,0x20800420,0x00004400,0xa2000434,0x8d02e98e","0x02880240,0x609720ac,0xe5168993,0x6270a09a,0x00022812,0x80605193,0x24d8a856,0x30c50472"
31,bit13_m916a56aa,42,16,129,78,51,"0x00000004,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00010000,0x00000000,0x00000000,0x00000000,0x04000000,0x00000000,0x00000000,0x00000000,0x040c1290,0x4484d9c5","0x20246001,0x03011740,0x2a4f7090,0x8106ac62,0x14000044,0x8a2e3122,0x2c62543d,0x458040ba"
32,bit13_m916a56aa,42,16,113,84,29,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x40004000,0x04104802,0x60c00b58","0x00000802,0x80f5c014,0x9618a7f2,0x550075b4,0xb0c0a0a0,0x8480ee60,0x707a01e0,0x4213148a"
33,bit13_m916a56aa,42,16,129,83,46,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000100,0x00000010,0x00000000,0x00000000,0x00000000,0x00000000,0x10400080,0x00000000,0x8c050000,0x12a82850","0x000a202a,0x81449119,0x21a1d8c1,0x3a8c320a,0x00800940,0xd0d9e03c,0x047b3a98,0x4820114f"
34,bit13_m916a56aa,42,16,125,87,38,"0x00000000,0x00000000,0x00002000,0x00000000,0x00000000,0x00000000,0x01000000,0x01000000,0x00000000,0x00000000,0x00000020,0x00000000,0x40000000,0x00000000,0x0a000008,0x06702dfc","0x000014a1,0x44131c3b,0xbee2a31d,0x243006bf,0x05018000,0x7405042c,0x245ac057,0x93a08d02"
35,bit13_m916a56aa,42,16,130,77,53,"0x00000000,0x00000400,0x01000000,0x00000000,0x00400000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000002,0x04000040,0x00000000,0x00000440,0x00400088,0xb137bbea","0x0140c400,0x404dc0d1,0xc880de12,0x2a54140c,0x14101008,0x0a080f00,0x4b4c10c7,0xb80cba92"
36,bit13_m916a56aa,42,16,119,92,27,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00004000,0x000000a0,0x00008006,0x25300390","0x00244491,0x26968544,0xde4458b3,0xa217f816,0x8a002004,0x0850e231,0x08e54438,0xf5dc02c3"
37,bit13_m916a56aa,42,16,127,83,44,"0x00000010,0x00002000,0x00000000,0x00400400,0x00000000,0x80000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x01420088,0x08284a10","0x48040400,0x7704f4b4,0x12d12135,0x89c942f0,0x0090a008,0x3891cc20,0x209a7c24,0x2f02202c"
38,bit13_m916a56aa,43,16,129,83,46,"0x00400800,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x80000000,0x20230620,0xa0038558","0x020a8200,0x48128357,0x48329596,0x0c9344ce,0x10502104,0x01804882,0xce86490f,0xf886c850"
39,bit13_m916a56aa,43,16,127,86,41,"0x00000000,0x00000000,0x00000000,0x00001000,0x01000000,0x80401000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000008,0x00004080,0x00010001,0xadd90349","0x00610004,0x4d412931,0x1b362e4b,0x00d03289,0x8300a141,0x81c048e0,0xe7086b96,0x2c331232"
40,bit13_m916a56aa,43,16,121,84,37,"0x00000000,0x00000000,0x00000000,0x00000000,0x40000000,0x00000000,0x00000008,0x00004000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x80000010,0x04000000,0x28e14c12","0x00508020,0xd0801a2b,0xb65dc041,0x3200eab2,0x81000104,0x08112859,0xf75a94b8,0x820c1b96"
41,bit13_m916a56aa,43,16,126,77,49,"0x00000000,0x00000000,0x80000000,0x00000000,0x00000000,0x00000000,0x00080000,0x00000000,0x00000000,0x00000000,0x02000000,0x00000000,0x00010000,0x01004008,0x18002803,0xd4c8451b","0x04020400,0x512b80b7,0x53428164,0xe8048489,0x0020480a,0x260a285f,0x12188ba2,0x0886488b"
42,bit13_m916a56aa,44,16,131,88,43,"0x00000000,0x00000000,0x00080000,0x00000200,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x02000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00a00000,0x4bb81239","0x81124001,0x43067021,0x1c2317b0,0xc1d5d283,0x10008448,0x583890a0,0x868d9508,0xde9a2b70"
43,bit13_m916a56aa,44,16,137,79,58,"0x00000000,0x00000010,0x00000000,0x00000000,0x00000000,0x00000000,0x00000008,0x00000000,0x02080000,0x00000000,0x00000000,0x00002000,0x00000000,0x00000000,0x02001000,0xcc71933d","0x08040044,0x88101c09,0xc199943d,0x93824978,0x01000000,0x9d2330c8,0x524c0ccb,0x2202abe8"
