record,candidate_id,input_hw,rounds,start_hw,best_hw,improvement,best_m2,best_state_diff
11,bit13_m916a56aa,40,24,138,99,39,"0x05010000,0x05000000,0x00000004,0x00400001,0x00000000,0x00000000,0x00000040,0x00000008,0x00000000,0x00000000,0x00000000,0x00100000,0x00000000,0x04000100,0x00000000,0x00010004","0x20101634,0xf55b3202,0x5086d53e,0xc0431228,0xf7027200,0x41c26d29,0x21c8759c,0xa495ea80"
12,bit13_m916a56aa,40,24,132,102,30,"0x00000002,0x00010000,0x20000000,0x00800000,0x00000000,0x00000000,0x00010000,0x02000000,0x80000000,0x00000000,0x00800001,0x00000000,0x00000000,0x00000020,0x00440040,0x00000400","0x902840b9,0x086350b5,0xd6a4f881,0x8aca6bb1,0x66105ce0,0x158c10ba,0x94b08759,0x05280d9c"
13,bit13_m916a56aa,40,24,125,97,28,"0x00000000,0x00000100,0x00000000,0x00000000,0x00200000,0x00400800,0x00201000,0x00000000,0x00020000,0x00000000,0x00000100,0x00000001,0x00000000,0x00080000,0x00000000,0x00000000","0x84a50c07,0x8e178c32,0x92984a57,0x811b948a,0x8949f1a0,0x646029c0,0x16814013,0x74d75208"
14,bit13_m916a56aa,41,24,138,101,37,"0x00004000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000200,0x00000008,0x00100000,0x02000000,0x08000000,0x00004000,0x00000000,0x00000000,0x00000000,0x00000040","0x62d660c8,0x26915548,0xd8b00a4e,0x32a58539,0x41140a24,0x8c077233,0x726cb01e,0x5c06c10d"
15,bit13_m916a56aa,41,24,133,99,34,"0x00400000,0x00000000,0x00002000,0x20000000,0x00000000,0x00000000,0x00000000,0x02000000,0x00000000,0x00000000,0x80000080,0x00000000,0x00000000,0x00000000,0x00000000,0x80000000","0x82e6d601,0xcf089941,0x0e43d055,0x2004a1be,0x361366c6,0xa00d2250,0xa4224920,0x15698a7b"
16,bit13_m916a56aa,41,24,127,103,24,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x01000000,0x00000000,0x00000004,0x00000000,0x00000000,0x00000000,0x00000000,0x20000000,0x00000002,0x00000000","0x21578551,0x7955cc54,0xa311a7a5,0x288206cf,0x22c294b5,0x08c38822,0x79c2314d,0x29a19808"
17,bit13_m916a56aa,41,24,124,100,24,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000100,0x00000010,0x00000200,0x00000000,0x00000100,0x00000000,0x00200000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000001","0x17090ce7,0x6e828b84,0x4c21701c,0x80d01266,0x01540e59,0x65465075,0xe1ddc8c2,0x842d6920"
18,bit13_m916a56aa,41,24,124,99,25,"0x00000008,0x00000000,0x00000000,0x00004000,0x00000000,0x04040000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x08000000,0x00000080,0x00000000","0xec43909c,0xb60b2e82,0x00a468a6,0x4a64a226,0x04420022,0x27eb34ab,0x36891209,0x8c4d1abc"
19,bit13_m916a56aa,41,24,125,101,24,"0x00008000,0x00000000,0x00000000,0x00080000,0x00000000,0x00008000,0x00001000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000100","0xa9ac8c7e,0x1920022e,0x8dd113a2,0xce823142,0x27065411,0x068e0a29,0x02001869,0x7eae3cf8"
20,bit13_m916a56aa,41,24,126,101,25,"0x00020000,0x10000000,0x00000000,0x00000800,0x00000000,0x02000040,0x00000000,0x00000004,0x04000000,0x00000000,0x00000000,0x00000400,0x00000000,0x00000000,0x04000000,0x00000000","0x60fc607a,0x7420628d,0x3002130e,0x2d10face,0x01b25ee3,0xa4c849ca,0x05c52022,0xe2503261"
21,bit13_m916a56aa,41,24,126,101,25,"0x20000000,0x00000004,0x00000880,0x00000000,0x00000000,0x00000822,0x00000000,0x08000000,0x00001000,0x00001080,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000","0x9844c806,0x1978a7bc,0x989e5a68,0xb91ba180,0x03479810,0xa4a86ab7,0x9c614846,0x29111030"
22,bit13_m916a56aa,41,24,128,101,27,"0x00000000,0x10000200,0x00000000,0x00000080,0x01000400,0x00000000,0x00000000,0x10000000,0x00000008,0x00000000,0x00200000,0x00000000,0x00000000,0x00000000,0x00100000,0x00020000","0x0d078c20,0x04301d8c,0x69e0b713,0xc6b88f76,0x1141f1f1,0x90d2026d,0x6c80102b,0x0e655820"
23,bit13_m916a56aa,41,24,116,104,12,"0x00000000,0x00000200,0x00000000,0x00000000,0x00000000,0x00000000,0x00200000,0x00000000,0x00000000,0x00000000,0x00010000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000","0xa3e4b682,0x00e2145b,0xb371a099,0x48002159,0x1e29843c,0x02053375,0x7047f43c,0xa00599eb"
24,bit13_m916a56aa,41,24,130,103,27,"0x00000000,0x00000000,0x00002000,0x00000000,0x00000004,0x80000000,0x00000000,0x80000000,0x00008000,0x00404000,0x00000000,0x00040000,0x00000000,0x00000000,0x40100000,0x00000000","0x2c308060,0x49092659,0x0aa83451,0x61b9226a,0xa5219ad4,0xce183724,0xf79f8100,0xb06cb487"
25,bit13_m916a56aa,41,24,133,104,29,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x08000000,0x00000000,0x00000000,0x00000000,0x00004000,0x80000100,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000","0x8e473844,0xb8bd00aa,0xa85d1d11,0x64c65507,0x21409513,0xa7449136,0xc45986de,0x108a428a"
26,bit13_m916a56aa,41,24,123,104,19,"0x00000000,0x00029000,0x00000000,0x00000000,0x00010000,0x02000000,0x00200000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000800,0x00400000,0x00000000,0x00000000,0x00200000","0x334719b0,0xa0365204,0x1a230564,0xf4392852,0x464a4a10,0x3452ea62,0xd93583a3,0xd4c5baa0"
27,bit13_m916a56aa,41,24,129,104,25,"0x00000000,0x00000200,0x01400000,0x00000000,0x00000000,0x00080000,0x00000000,0x00000000,0x40000000,0x00000000,0x00080000,0x00000000,0x00000000,0x01000000,0x40000000,0x00000000","0x011a1cd3,0xa3947017,0x20f815ce,0x300d3426,0x92b41f48,0x2fc1cb04,0xd0d4e188,0x6a388309"
28,bit13_m916a56aa,42,24,121,102,19,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x10000000,0x00000000,0x00004000,0x00000020,0x00004000,0x00004200,0x00000000","0xa1251954,0x366bc0ad,0x9baa2238,0x8a5f0d86,0x41040003,0x2c42912c,0x5061181a,0xe5e72f2a"
29,bit13_m916a56aa,42,24,136,100,36,"0x00000000,0x00000000,0x00000000,0x00040000,0x00080000,0x00000000,0x00000000,0x00800000,0x00000010,0x00000000,0x00000040,0x00080000,0x00000000,0x00a00000,0x01000000,0x00000000","0x3f614025,0x162f0b41,0xa0160eb8,0x62ee9103,0x0f8e4549,0x1ca61618,0x2a267215,0x62456800"
30,bit13_m916a56aa,42,24,140,97,43,"0x00000000,0x00000000,0x00000000,0x00000000,0x40080002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000100,0x08000002,0x40020040,0x00000100,0x00808000,0x00021800,0x00000000","0x708a4052,0x4b4a83b0,0x3642cf85,0x1e1f2416,0x484021a4,0x1d0cf0e2,0xc64a2180,0x312a85e4"
31,bit13_m916a56aa,42,24,127,102,25,"0x00000000,0x02000000,0x00000000,0x00000000,0x00000400,0x00000040,0x00000000,0x20000000,0x00000000,0x00000000,0x00000000,0x00000100,0x00000400,0x00000000,0x00000000,0x00000000","0x10b04a51,0xb1846ae2,0x114cb5a1,0x2a4c0289,0x44d56030,0x81abaa8a,0x569eb6ea,0x3902caa0"
32,bit13_m916a56aa,42,24,131,99,32,"0x00000000,0x08000042,0x00100000,0x01000000,0x00000000,0x00004000,0x00040000,0x00200000,0x00000008,0x00000000,0x00000000,0x00000080,0x00000000,0x01000000,0x00000080,0x00000000","0x4ca9ee33,0x6a5e8008,0xa5aa11a9,0x83a8a121,0x211c3015,0x303be250,0x48272780,0x307e1112"
33,bit13_m916a56aa,42,24,138,101,37,"0x00004010,0x02000000,0x00000000,0x00002020,0x00000000,0x10000080,0x00020010,0x00000000,0x00008000,0x00000000,0x00000010,0x00000000,0x00000000,0x00000000,0x00000000,0x08000400","0xed3c03a1,0x0192bb1e,0x2bfd1884,0x03520428,0x2810f0c0,0x58144bce,0x06308a00,0x8f354bbd"
34,bit13_m916a56aa,42,24,124,100,24,"0x84000000,0x00000280,0x00000000,0x00000000,0x00000080,0x00000000,0x00000000,0x02002000,0x40000000,0x00400000,0x00000000,0x04008000,0x00000000,0x00000400,0x00000000,0x00000000","0x80f2802a,0x0cb26e01,0x190d0043,0xc90b8031,0x275c4625,0xba35d707,0xa1985079,0x5cd61c40"
35,bit13_m916a56aa,42,24,138,99,39,"0x00221000,0x08000000,0x00040002,0x00000010,0x00400000,0x00000020,0x04000000,0x00000000,0x22000000,0x02000000,0x00800020,0x00000000,0x04000000,0x00000022,0x200c0000,0x10000000","0xa3a905b5,0x2ae2501c,0xe8118db1,0x06381390,0x07064c6c,0x408513f0,0xa2840abc,0xd008bd91"
36,bit13_m916a56aa,42,24,136,91,45,"0x00000000,0x00000000,0x02000000,0x00000004,0x20000000,0x00000002,0x00000000,0x00000090,0x00008000,0x00000000,0x00000001,0x00000000,0x00000000,0x00000010,0x00000800,0x00000020","0x100304ac,0x2dd82ec0,0xa8c89194,0x00a20590,0x94511a99,0xd051680f,0x04855c3e,0x0580c4f4"
37,bit13_m916a56aa,42,24,133,98,35,"0x01004000,0x05004000,0x00000000,0x00000400,0x01000000,0x00000000,0x40000000,0x00004000,0x00000000,0x00009002,0x00010000,0x02008000,0x00000040,0x00000000,0x00020001,0x00000000","0xcb88a4c4,0xacb208d5,0xae986ae1,0x42315081,0xf00c8c62,0x9e22c2a0,0x16410c59,0x8c1099c4"
38,bit13_m916a56aa,43,24,127,103,24,"0x08000000,0x00000010,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000002","0x6c203344,0xa0a80815,0x4ddc9745,0x0a056749,0x9cb7b0a4,0x1f3cc832,0xdbe50205,0x08868350"
39,bit13_m916a56aa,43,24,131,97,34,"0x00000004,0x00010000,0x00000020,0x00000010,0x00001000,0x02000000,0x00000000,0x00000000,0x00000080,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00001000","0xf9545211,0x178622c1,0x22600028,0x46f2a313,0x2114412e,0x9fe8610c,0x88714df6,0x0d300458"
40,bit13_m916a56aa,43,24,134,101,33,"0x00000000,0x00000000,0x00000000,0x80000000,0x00000000,0x00000004,0x00040000,0x00020000,0x00000000,0x00000000,0x00000000,0x00000400,0x00000200,0x00000800,0x000000c0,0x00000000","0x0eb1cd01,0x06e0083f,0xb0381f11,0x6830c2f4,0x826c52c8,0xbe03c2d0,0x031256a9,0x3b140586"
41,bit13_m916a56aa,43,24,121,100,21,"0x00000000,0x00200000,0x00200800,0x00000000,0x00000000,0x00800000,0x00000000,0x00000000,0x00000100,0x00000000,0x00800820,0x00000000,0x00000000,0x00000000,0x00400000,0x00000000","0xe1823d40,0x20730c84,0x5aa18c04,0x7100b09b,0x2733a88c,0x72ec4cb6,0xc9262923,0x2942882b"
42,bit13_m916a56aa,44,24,119,104,15,"0x00000000,0x00000000,0x00000000,0x00000080,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000001,0x00000000,0x00000000,0x00000000","0x20c10938,0x48599ba6,0xdd2f0828,0xc4c12496,0x66a0e1dc,0xa9d44483,0x36e4dd84,0x300291b1"
43,bit13_m916a56aa,44,24,116,101,15,"0x20000000,0x08000000,0x90000800,0x00000000,0x00000000,0x00000000,0x00000000,0x04000000,0x00000000,0x00000000,0x00000000,0x00000084,0x00020000,0x00000000,0x00000000,0x00000001","0x00c1110d,0x98b00407,0xc1b8c458,0xe9407349,0xd3e88ba8,0xef500a2e,0x45c5a9e0,0x5c420d81"
