record,candidate_id,input_hw,rounds,start_hw,best_hw,improvement,best_m2,best_state_diff
14,bit13_m916a56aa,41,12,124,85,39,"0x00008000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x20081001,0x078a939d,0x2c5b8edf,0xf372a141,0xe1c9b40f,0xaa043ab7","0x0220054a,0x00b80105,0x6ca46c68,0x67cc8b27,0x04108000,0x74001024,0x6d20c94f,0x89dbc216"
15,bit13_m916a56aa,41,12,141,87,54,"0x00000000,0x00000000,0x00000001,0x00000000,0x00001000,0x00000000,0x00000000,0x00000000,0x00400800,0x00000010,0x03000000,0xca4c0e01,0x15ab3412,0xe2eed2eb,0x5a43b60e,0x2e2ecfa4","0x090c2804,0xe188a4d8,0x0224bcb4,0x0ab68240,0x40010082,0xa60e54a0,0x0368f1da,0x60aded40"
16,bit13_m916a56aa,41,12,124,84,40,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x20000202,0x00000000,0x00004400,0x040000c0,0x00100000,0x00020040,0x19929c80,0x53ca1076,0x3e08f64f,0x20e9184d,0x60e911fb","0x0200d000,0x0093241d,0x664c9b3c,0x16a8e205,0x02000042,0x2824dc8e,0x95d9092d,0x12a68984"
17,bit13_m916a56aa,41,12,120,92,28,"0x00000000,0x00000000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x16008010,0xcfbe640e,0x13dd29e3,0x0dca90e5,0xa16c3f8a,0xdc05b5fa","0x70924440,0x2cc54b61,0x61f100b9,0x15153373,0x00000a06,0x004a4cf1,0xae0b1068,0xc1f10e15"
18,bit13_m916a56aa,41,12,131,81,50,"0x00000000,0x00000000,0x01000000,0x00000000,0x00000000,0x00000000,0x00000008,0x00000000,0x00008000,0x100000a0,0x24001600,0xa2921315,0xe1126779,0xcbb74d14,0x82128253,0x374cbc17","0x24100002,0xc80662c0,0x52772800,0xea068390,0x08228441,0x003a1225,0x09b01949,0xb25f6c91"
19,bit13_m916a56aa,41,12,118,83,35,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00402000,0x00000000,0x00000108,0x00080080,0x00082070,0x1c0ab665,0x4fcf85f2,0xd38e2af6,0x7b30647a,0xfd5e9acc","0x00000422,0x6d422184,0xc2e36a29,0x12a22d7c,0x000a1080,0x09918942,0x788841fd,0x4c052896"
20,bit13_m916a56aa,41,12,142,91,51,"0x00008000,0x00040000,0x00000000,0x00000009,0x00000400,0x00000000,0x00000000,0x00000008,0x00000002,0x00000000,0x00060800,0xe40f8610,0x065ffe8f,0xdcf7d158,0x9fed31d2,0x819a0467","0x020a8801,0x31c64310,0x8341da95,0x3bc201d2,0x98000128,0xa0aa8483,0x649a723d,0x346e38c4"
21,bit13_m916a56aa,41,12,136,91,45,"0x10000000,0x00000000,0x00000080,0x00001000,0x00000000,0x00000000,0x00000000,0x00000000,0x00208480,0x04010000,0x08002020,0xb8c58a02,0x27e5825e,0x714d6547,0x9d55a78c,0xcc91f0a2","0xa4000410,0x59818c44,0xc431a07e,0x73904341,0x00892086,0x09485cca,0x18da87d4,0x9e06de50"
22,bit13_m916a56aa,41,12,118,93,25,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00020000,0x00200000,0x9bd86fae,0x2e10c958,0xa07fc96b,0x807c21e1,0xfae45971","0x32494092,0x41948191,0x7604b15f,0xc3c9cd62,0x04808000,0xc2732080,0x5e254831,0xa117f20d"
23,bit13_m916a56aa,41,12,135,87,48,"0x01000000,0x40000000,0x00000020,0x00000000,0x00080000,0x00000000,0x20000000,0x00001000,0x00000000,0x08080080,0xa0446008,0xf9808f7b,0x5bd03fde,0x5d3c872f,0x78ffb4a3,0x265e6bf7","0x20000431,0xa6665859,0xe201b748,0x60950360,0x08102100,0x94a72020,0xed34da41,0x324d4a5a"
24,bit13_m916a56aa,41,12,128,82,46,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000100,0x00000008,0x00000000,0x00081000,0x10804022,0xfec1a84a,0x8593e373,0x9be4589e,0x4d517f8e,0x3f9a1854","0x01020508,0x380d20a8,0x22a4b4a7,0xda0d9861,0xa8404800,0x54281206,0x32d19a5a,0x10ec9200"
25,bit13_m916a56aa,41,12,132,95,37,"0x00000000,0x00100000,0x00002000,0x00000000,0x00000020,0x00000000,0x00000004,0x00000000,0x00000000,0x10000000,0x10003018,0x170f9a64,0x7cd2bfdb,0xe4c082e5,0x7b8be683,0xc494f922","0x62042088,0x5141a192,0x58a44447,0x452741a7,0x00008200,0x3a8e0f23,0x1ad191d2,0x1977c7fa"
26,bit13_m916a56aa,41,12,132,88,44,"0x08200001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x20000000,0x00000000,0x00008000,0x00000000,0x10089000,0x072081b7,0x4bddde5f,0xbd526aa7,0x1dd271d6,0xd76d43ae","0x0a005032,0x05209a62,0x813e8ea8,0x48022aaa,0x004c0300,0x12330b4e,0xf6a2fa82,0x6212c465"
27,bit13_m916a56aa,41,12,129,79,50,"0x00402000,0x00000004,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x40000000,0x10144200,0xc2684400,0x7d9cb492,0xa81e9ef7,0xe7a688dd,0xf3816739,0x0c585e42","0x26000107,0xc8b2891d,0x3594402d,0xaa1c8361,0x00400850,0x5e00c092,0x80010b60,0xd008a933"
28,bit13_m916a56aa,42,12,130,74,56,"0x00800000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000100,0x00000000,0x00000000,0x00000000,0x15010000,0x0a184bfe,0x2ba9b2e8,0x51f654a9,0x42c510b0,0x85d5d43e","0x10800030,0x8172c409,0x2600a06f,0x7c244461,0x02080616,0x08901480,0x290c0020,0x89a5e67c"
29,bit13_m916a56aa,42,12,123,78,45,"0x00000000,0x00000004,0x01000000,0x00000000,0x00000000,0x00000000,0x04000000,0x00000000,0x00000000,0x00000000,0x0020880f,0xbfba6507,0x9807da67,0xf59d29d1,0xf7cf5ca1,0x5eb58c45","0x00c01046,0x02080240,0x69481324,0xa523f281,0x3802c610,0xcc400001,0x13ca016c,0xbaf0058f"
30,bit13_m916a56aa,42,12,117,85,32,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00008000,0x00000000,0x00000000,0x00000000,0x00200800,0x4889fd07,0x6f46eb7e,0x1a92b870,0x06ec9e12,0xcfd54e1a","0x42020400,0xab4948c0,0xf7868365,0x5fc18c24,0x20208836,0x0200b4de,0x9b42c985,0x0400c900"
31,bit13_m916a56aa,42,12,119,87,32,"0x00000000,0x04000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00200043,0x91c91e13,0x38f5454e,0x4b435140,0x8f72249a,0xc1863493","0x89001190,0x6229ccce,0x45cacb80,0x890b7ca9,0x0000a004,0x220e1092,0x926e0c10,0x1c38ae4c"
32,bit13_m916a56aa,42,12,129,79,50,"0x00040000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x10000000,0x00000000,0x00004000,0x40604000,0x6f9979cf,0x7063dce9,0x0eaa131d,0xafbadc19,0xe266e97f","0x1c00e112,0x2a009650,0x130d0dac,0x2402b182,0x40a00604,0x100028e2,0xcc8a282a,0x1d15c1c3"
33,bit13_m916a56aa,42,12,130,79,51,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000100,0x00000000,0x00100000,0x00010000,0x60000300,0xf765a08c,0x4c2a4be3,0xff79c416,0x0408573a,0x06d56c1b","0x8000000c,0x13ae3110,0x34524571,0x4a6100a0,0x028c4400,0x574080da,0x01d5059a,0x718623c4"
34,bit13_m916a56aa,42,12,124,81,43,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x08008000,0x00000000,0x00404100,0xef13414c,0xaeedaadb,0xdf313962,0x92c70399,0x575847e6","0x00022a00,0x061350ee,0x745a6819,0x4c71a297,0x22400008,0x85082810,0x052010f1,0x5680fa72"
35,bit13_m916a56aa,42,12,128,95,33,"0x00000080,0x00000000,0x01000000,0x00000000,0x00400040,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00800000,0x61442c51,0xfb77563c,0xc2fcfe8e,0x54d55535,0x87158302","0x44000090,0x011024a9,0x6258f02e,0x0a01eb9b,0x02c28800,0x8b0920ad,0x2caaaf49,0xc65b7ff2"
36,bit13_m916a56aa,42,12,113,75,38,"0x00000000,0x00000000,0x00000000,0x00000400,0x00000080,0x00000000,0x00000000,0x00000000,0x00000000,0x00000001,0x00008400,0x58580c9c,0xf6b31408,0x03faf62e,0x563c668f,0xf0d7b367","0x1000480c,0x0a541122,0x95d2ae80,0x084d0098,0x818a00c0,0x8a80d280,0x052e1424,0x0b472c1c"
37,bit13_m916a56aa,42,12,120,88,32,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000400,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x0034a001,0x08543de4,0xb6f31477,0x4b2cded2,0x1bcdbb29,0x167f2313","0x4000c000,0x144aae02,0x042d6604,0x817e9c6b,0x00081408,0x3a04d05b,0x494c91f9,0xd2833c72"
38,bit13_m916a56aa,43,12,122,86,36,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00040000,0x00000000,0x00000000,0x00800014,0xef8082c0,0xab0c4449,0xe868d49e,0xbe1128bd,0x81ed2122","0x06000020,0x18350055,0x318d5045,0xa3a35007,0x808a2800,0x592aa400,0x219036f9,0x36ff9223"
39,bit13_m916a56aa,43,12,117,90,27,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x20000000,0x00000000,0x00000000,0x00000400,0x00000000,0x08001900,0x20084620,0x47828b4d,0x7093f664,0x0c2a9b2b,0x5604b0bf","0x06014110,0xc14e3a1b,0x20bd4210,0x312c2750,0x80608445,0xa8a12468,0x9425c4b1,0x8b5a8279"
40,bit13_m916a56aa,43,12,130,86,44,"0x00000020,0x00000000,0x00114000,0x00080000,0x00000000,0x00100000,0x00000000,0x00004000,0x00000000,0xa8000000,0x40010280,0xd108a814,0xba819292,0xd993c25c,0x1dce7b36,0x89553a80","0x48000080,0xd304d08d,0x707ec340,0x224b9c0c,0x0000d221,0x53e014e2,0x019e833e,0x90171388"
41,bit13_m916a56aa,43,12,132,93,39,"0x01000000,0x00080000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00200040,0x00000100,0x00000000,0xc0440000,0xbf7b4a3d,0xc18e45c3,0x6f7ff219,0xf0bf4007,0x845fc81e","0x20202082,0x82010898,0x9577a947,0xd94610ae,0x048a5005,0xa1e24141,0x09b3385f,0xbc1908da"
42,bit13_m916a56aa,44,12,136,81,55,"0x00000000,0x00000000,0x00080000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000020,0x04028000,0xa0500820,0x1e60068a,0xfc8063e4,0x39af3c3a,0xbdea53ef,0x0831cc71","0x8100a200,0x00f92a00,0xd4a84402,0xd0b8e2a0,0x00281082,0x2048ac82,0x5a2f54c1,0x0c666d96"
43,bit13_m916a56aa,44,12,122,78,44,"0x00008000,0x00000000,0x02000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000009,0x476e07c6,0xfb3edad0,0xb9eb8297,0xfef098f3,0x93f7efe5","0x00000020,0xc5810244,0xc0284362,0x54915141,0x258a0000,0x4635c2e0,0x1643578a,0x4cd2f02a"
