record,candidate_id,input_hw,rounds,start_hw,best_hw,improvement,best_m2,best_state_diff
14,bit13_m916a56aa,41,16,132,84,48,"0x00000000,0x00000000,0x00080000,0x00010000,0x00000000,0x00000000,0x00000000,0x04000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00800800,0x4000c204,0x00000020,0x609aa71d","0x80000409,0x58106854,0x12f3d186,0x2d41f061,0x54a0c080,0x0dbd5820,0xea082222,0xa32a0c50"
15,bit13_m916a56aa,41,16,136,90,46,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000400,0x00000000,0x00000200,0x00000000,0x00000000,0x00000004,0xf76a1513","0x90041020,0x12308257,0x8100bc46,0x35c910ae,0x02480844,0xf5315162,0x8e3553c5,0x1b801a2f"
16,bit13_m916a56aa,41,16,128,83,45,"0x00000000,0x00000020,0x00000000,0x02000100,0x00000000,0x10000000,0x00000000,0x02000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000040,0x16000004,0x5402a309","0x80090040,0x9034f315,0x108d2964,0x4440eb82,0x1821228c,0x38c0010e,0x9d144e1c,0x408bc415"
17,bit13_m916a56aa,41,16,139,84,55,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00400000,0x00000000,0x00000001,0x00200000,0x00004000,0x00000000,0x00000000,0x00100404,0x28c1c340","0x11005000,0xd4210c60,0x76028628,0x3855b93a,0x84880508,0x41cc6081,0x99b76e0e,0x88685080"
18,bit13_m916a56aa,41,16,122,73,49,"0x00000000,0x00000020,0x08000000,0x00000000,0x00000080,0x00000000,0x00000800,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00100804,0x01080808,0x60000000,0xdf990a8f","0x41004006,0x4a2c420a,0xc42f3061,0x60889991,0x0c080140,0x00844802,0x288d90ca,0x34642ac8"
19,bit13_m916a56aa,41,16,121,81,40,"0x00000000,0x00000100,0x04000000,0x00001000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x00200000,0x00000000,0x00044000,0x00000000,0x40104090,0xae0e490e","0x20080050,0x2ca4192c,0x61904617,0x07341914,0x00005808,0x4c254f8e,0xd34205a0,0x620adb01"
20,bit13_m916a56aa,41,16,121,88,33,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00100004,0x00010000,0x00000000,0x00000200,0x00000000,0x00800000,0x00000028,0xb0c11dc3","0x40480880,0x1ca8310b,0xd18808ac,0x8e2c0d91,0x80024022,0x83a03686,0x0736640d,0x4b1ef323"
21,bit13_m916a56aa,41,16,129,77,52,"0x00000000,0x00000200,0x00000000,0x00000000,0x00000000,0x00000000,0x00800000,0x00000000,0x00010000,0x00000000,0x00200000,0x00000000,0x01000000,0x00000014,0x04244400,0x34041a40","0x80108010,0x2825330c,0xbc130408,0x847081a8,0x20005046,0x0a634b40,0x7940889b,0x02118cf9"
22,bit13_m916a56aa,41,16,121,93,28,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00004000,0x00000000,0x00000000,0x40000080,0x00000000,0x00000000,0x00000800,0x00000000,0x04800000,0x80000862,0x10050005","0x20000180,0x1fcf11c4,0xd489739d,0xa2048d53,0x48108411,0x4eea4d80,0x09505cc0,0xe814859b"
23,bit13_m916a56aa,41,16,141,88,53,"0x00000000,0x00000000,0x00200000,0x10000000,0x00000000,0x00000000,0x00000000,0x10000000,0x08000000,0x00000000,0x00000000,0x00000000,0x00020000,0x00000000,0x00002000,0xea3e1021","0x0000a082,0x00690dd5,0xecaf3c67,0x41342a9c,0xd1000060,0x04452120,0x0098983c,0xd152f07e"
24,bit13_m916a56aa,41,16,130,86,44,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00004000,0x00000000,0x00000000,0x00000000,0x00040004,0x00108000,0x40000004,0x788ec746","0x98002109,0x400669e0,0x15747bf0,0x2a94b18e,0x00040880,0xa1453805,0x820d1392,0x89a07217"
25,bit13_m916a56aa,41,16,133,85,48,"0x00000000,0x00000000,0x00400000,0x00000000,0x02000000,0x00000002,0x00004000,0x00000040,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x10040000,0x00808002,0xbd182ccc","0x034a0800,0x458c6a24,0xd163cb88,0x10813548,0x60014000,0xc3028db9,0x9da88491,0x054183b3"
26,bit13_m916a56aa,41,16,113,81,32,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000020,0x00000000,0x00002080,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000080,0x10001000,0x73708642","0x4248d020,0x06059a46,0x00988107,0x18d112a4,0x10040000,0x24cd19a2,0x6942a546,0xb7460173"
27,bit13_m916a56aa,41,16,115,87,28,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000008,0x20000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00001000,0x00000000,0x00000400,0xa350f3bf","0xc3010041,0x2dd30428,0xcb8522c3,0x56db52b2,0x00000200,0xb54e3380,0x5e500a21,0x64502583"
28,bit13_m916a56aa,42,16,130,84,46,"0x00001000,0x00800000,0x00000000,0x00000000,0x00004000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x40000000,0x00000000,0x00000000,0x00000000,0x10021800,0xd182040d","0x20042290,0x54252013,0x70ea1d6d,0x028a35c7,0x82401004,0x069a1602,0x33340090,0x97229331"
29,bit13_m916a56aa,42,16,131,76,55,"0x00200008,0x00000000,0x00000000,0x00000000,0x00000200,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00008414,0x0a000040,0x8bc5d574","0x20060224,0x2a0a1810,0x4014e8a6,0x058a41c2,0xc0001082,0x04e27d0c,0x6a090229,0x959a8194"
30,bit13_m916a56aa,42,16,125,88,37,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00002000,0x00000000,0x00000000,0x00000000,0x00000000,0x00400000,0x00000000,0x00000000,0x04001000,0x839b6bc4","0x00888082,0x0d835116,0xb3eb1216,0x5045b900,0x20000a04,0x0aba6059,0x478d5874,0xc881bc38"
31,bit13_m916a56aa,42,16,129,82,47,"0x00000000,0x00000000,0x00002010,0x00000000,0x10000000,0x00000000,0x40000400,0x00000000,0x00000008,0x80000000,0x00000000,0x00000000,0x00080000,0x00000000,0x00080402,0x8009096c","0x5000a510,0xe0b2c457,0x75318029,0xb6503e08,0x04800008,0x06814601,0xe82683d1,0x0a44d4c0"
32,bit13_m916a56aa,42,16,113,89,24,"0x00000000,0x00000000,0x00000000,0x00000000,0x00010000,0x00000000,0x00000000,0x00000000,0x00010000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x000040c0,0xe6df92ec","0x1a008040,0xcdf80a00,0x10432d44,0xe086d033,0x04200214,0x49248ed6,0xbf171033,0xbc7810c6"
33,bit13_m916a56aa,42,16,129,82,47,"0x00000000,0x00000000,0x20000000,0x00400000,0x00004000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00001000,0x00002000,0x00000c00,0x886b7a94","0x480a1900,0x288ac008,0x801d4209,0x4d8e8f90,0x21100009,0x63925811,0xb5381de3,0x40028dc4"
34,bit13_m916a56aa,42,16,125,69,56,"0x00000000,0x00000000,0x00000000,0x00004080,0x00000000,0x00000000,0x00000000,0x02000000,0x80000000,0x00000000,0x00000000,0x00000000,0x00000001,0x02000002,0x80804004,0x4f9c1244","0x01004042,0x28144508,0x560f4204,0x54000c29,0x3410260c,0x09044824,0x3a008992,0xa434049d"
35,bit13_m916a56aa,42,16,130,92,38,"0x00000000,0x00000000,0x00100000,0x00000000,0x00000000,0x00000000,0x00010000,0x00000000,0x40000040,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x0000000b,0xa30b3782","0x0c020c04,0x1a40e828,0x590d9e05,0x4ea59164,0x1030a108,0x832250c1,0x45d012bb,0xdace3346"
36,bit13_m916a56aa,42,16,119,95,24,"0x00000000,0x00000000,0x00000000,0x00000000,0x02000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x04000000,0x00000008,0x0612c410","0x4040c141,0x83a0a04b,0x0363c175,0x64a3911a,0x12000a00,0xaa716043,0xdd578922,0x6bcd9d84"
37,bit13_m916a56aa,42,16,127,88,39,"0x00000000,0x00000000,0x00000001,0x00000000,0x00000000,0x00000000,0x00040000,0x00000200,0x00000000,0x00000000,0x00000000,0x00000040,0x00000000,0x00000200,0x08004020,0x5c005f05","0x20002540,0x80d08233,0x34a5e466,0x85cbe1a3,0x44210008,0xb1126d13,0xa8759aa4,0x39014500"
38,bit13_m916a56aa,43,16,129,89,40,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000400,0x80800000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00100000,0x00000000,0x40000100,0xa4024f44","0x08000022,0x00b04a34,0x8037c207,0x1a1db6a8,0xd4000284,0x81d82513,0x4c317200,0xdde2eadd"
39,bit13_m916a56aa,43,16,127,88,39,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x02000000,0x00000000,0x00000000,0x08000000,0x00000000,0x20000000,0x00000800,0x84000000,0x700df351","0x05000421,0x69262114,0x29090db0,0xba51f315,0x8012a800,0x0613803b,0xc1a45123,0xb0357466"
40,bit13_m916a56aa,43,16,121,89,32,"0x00000000,0x00000000,0x00000000,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00020000,0x00000000,0x00000000,0x00000000,0x80008020,0x00000000,0x00110006,0x0800c3d3","0x00004500,0x0911b3b0,0xa2cb81b2,0x4aa14c02,0x13550049,0x6e842940,0x39216673,0x2294d8f8"
41,bit13_m916a56aa,43,16,126,79,47,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00004004,0x00000000,0x00000000,0x00000000,0x00808000,0x20000000,0xb7400e56","0x12004004,0x62b104a1,0x48a8be04,0x2497f4c2,0x80401050,0x0a0ec257,0xc0704305,0x86a00303"
42,bit13_m916a56aa,44,16,131,87,44,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00010000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x01000000,0x00000200,0x04008800,0xe3ec2400","0x1200062a,0x21216c3e,0x87140888,0xb2e8a070,0x48002000,0x3665431c,0x5abce432,0x68cc208d"
43,bit13_m916a56aa,44,16,137,83,54,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x40000800,0x00000000,0x00000004,0x00400000,0x00000000,0x8c045400,0x48015651","0x4a000104,0xc280d259,0xa12bd50c,0xc40ca807,0x00304000,0x73ad40a4,0x24698010,0x51b9166b"
