record,candidate_id,input_hw,rounds,start_hw,best_hw,improvement,best_m2,best_state_diff
1,bit13_m916a56aa,35,20,131,97,34,"0x00000000,0x00000000,0x00000000,0x00001000,0x00000000,0x00002000,0x04000000,0x00000200,0x00000200,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000","0x425194a4,0x32360644,0x0422491c,0x83f0f7c3,0xd04e9e56,0x034481c9,0x2ab1c003,0x99990a40"
2,bit13_m916a56aa,36,20,130,102,28,"0x00008000,0x00200000,0x00000000,0x00000400,0x00000020,0x00000004,0x00004004,0x00000000,0x00000000,0x00001020,0x08000000,0x00000000,0x00400002,0x00000000,0x00000010,0x00000000","0x2b255d82,0x25022fdc,0x01110326,0xc4880ac7,0x7e18d832,0x190f7821,0x120cf984,0x654a28da"
3,bit13_m916a56aa,38,20,136,100,36,"0x00000000,0x08000000,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000001,0x00000000,0x00000000,0x00040000,0x00000000,0x80000000,0x00000000,0x00000400","0x8324068a,0x14ce2445,0x82afa000,0x2223b13f,0x1206ebfa,0x3a140cf1,0xe324c10c,0xb422a611"
4,bit13_m916a56aa,38,20,123,100,23,"0x00000000,0x40000000,0x00000400,0x00004000,0x00000080,0x00000001,0x00000000,0x00000000,0x00800000,0x00000000,0x00000000,0x00000000,0x00000010,0x00200000,0x00100000,0x00000000","0x29d54896,0x8244a251,0x8072ec00,0x03bedb4c,0xbb06f442,0x600be9a5,0x45200890,0xb888b486"
5,bit13_m916a56aa,39,20,124,96,28,"0x00000000,0x00400000,0x02000000,0x00000000,0x00000000,0x01000000,0x00800000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00004000,0x00000010,0x01000000,0x00000001","0x74223013,0x582a8094,0x8290a740,0x6a38728e,0xce84a131,0xaec083db,0x14b88c2a,0x70405091"
6,bit13_m916a56aa,39,20,122,100,22,"0x00000000,0x00000000,0x00010000,0x00000000,0x00000000,0x00000000,0x00000080,0x00000000,0x00010000,0x00000004,0x00000000,0x00000000,0x00200000,0x00000000,0x40000000,0x00000000","0x48c6005a,0xb5a20475,0x4a451f62,0x66220c56,0x23322023,0xc393c05b,0x0583259a,0x95887464"
7,bit13_m916a56aa,40,20,126,103,23,"0x80008000,0x00280000,0x40000480,0x00000000,0x00000000,0x00000000,0x00000000,0x20000000,0x00010000,0x00200000,0x00020000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000100","0x429c380e,0xf47509d8,0x1185809e,0xc030459e,0x3089d151,0x40edb22c,0xefc2b404,0x28c930a1"
8,bit13_m916a56aa,40,20,127,94,33,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00080000,0x00000001,0x00000000,0x00400000,0x00000000,0x10400000,0x00000800,0x00000000,0x00000000,0x00000000","0x88580ec8,0xd50a40da,0x50068edc,0x81b66048,0x0898d8c9,0x4064a104,0x8726b0d1,0xb82824aa"
9,bit13_m916a56aa,40,20,134,99,35,"0x00000000,0x000000a0,0x00000000,0x00000000,0x00000000,0x00000000,0x00001000,0x00020000,0x00004000,0x02000000,0x00000000,0x00000000,0x00000120,0x00000000,0x00000010,0x00000000","0x7601b44c,0x40086e04,0x8a4d7376,0xac412a67,0x1d1142e6,0x84126cc9,0xac10cd8a,0x20292069"
10,bit13_m916a56aa,40,20,114,99,15,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x10000000,0x00000040,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00400001","0x8e884515,0x20769e92,0x62003268,0x238c9202,0xf56006bf,0x178a4f98,0xf34c11c5,0x0c205081"
11,bit13_m916a56aa,40,20,129,102,27,"0x00000000,0x00000000,0x00000100,0x00000000,0x00000000,0x00000006,0x00000080,0x00000000,0x00000000,0x00000000,0x00000000,0x01000010,0x00000200,0x00000000,0x40000000,0x00000000","0x62208779,0x613d8d05,0x1f89902b,0x072b2432,0x93d8170e,0x36c0e008,0x1d416a33,0xb010c066"
12,bit13_m916a56aa,40,20,144,97,47,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x04000000,0x00000000,0x00000000,0x00000000,0x00200000,0x00004000,0x00000000,0x00000000,0x00000000","0x602000c6,0xf168e1b2,0x10824981,0x2aceedf8,0x29488835,0x8d24cfd0,0x02327092,0x950c08cc"
13,bit13_m916a56aa,40,20,133,100,33,"0x10000000,0x00000080,0x00001000,0x00000000,0x00000000,0x20000000,0x00000000,0x00000000,0x00000800,0x00000080,0x00000000,0x00000002,0x40000000,0x00000000,0x00000100,0x02080140","0x8b196a96,0x431d280b,0x6569ca48,0x596d38e0,0x8848c01e,0x42e2661f,0x004b8813,0x9a08c121"
14,bit13_m916a56aa,41,20,134,102,32,"0x00000000,0x00000000,0x00000000,0x00800000,0x00000008,0x00000800,0x02000000,0x02000000,0x00000000,0x00000000,0x20100000,0x00200000,0x08000000,0x00000000,0x00000000,0x00000000","0x654e1640,0xcdbf060a,0x401550a4,0x0c6c9360,0x3db71c1a,0x7841618e,0x1b6020e1,0x31a49063"
15,bit13_m916a56aa,41,20,130,102,28,"0x00000000,0x00000000,0x0000000c,0x20200020,0x00002000,0x00000000,0x00002000,0x04000000,0x00000000,0x00000000,0x1000e004,0x00001000,0x00000000,0x02008000,0x00000000,0x00000000","0x5c77029c,0x1aa46086,0xa400e591,0x44c68c54,0x511097d1,0x58781428,0x257d7170,0xcc6e002d"
16,bit13_m916a56aa,41,20,115,105,10,"0x00000000,0x00000000,0x00000002,0x00000000,0x02000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000020,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000","0x09606a7e,0x58823681,0x022009b0,0x8bd0a081,0x25b4ee24,0xec00b344,0xec5d9515,0x98fb37c2"
17,bit13_m916a56aa,41,20,127,101,26,"0x00800000,0x00000400,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000001,0x00000000,0x00000000,0x00000400,0x00000000,0x00000000,0x00040000,0x00000001,0x08000020","0x921e5988,0x5bf0ba21,0x204966d6,0x360d630c,0x15b9a152,0x749409b8,0x1515e026,0x39000830"
18,bit13_m916a56aa,41,20,117,99,18,"0x00000000,0x00000204,0x00000001,0x00000000,0x04000000,0x00108000,0x00000300,0x00000000,0x00000020,0x00800000,0x00a00000,0x00040002,0x00000000,0x00000000,0x00000000,0x10000010","0x4028c4e2,0x5c3f9b10,0x908028fc,0x3b1a06b9,0xa6a52538,0x0c532498,0x9214302d,0x006a5a4c"
19,bit13_m916a56aa,41,20,119,103,16,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x20000000,0x00000000,0x00000000,0x00010000,0x04800000,0x00000000,0x10000000,0x00000000,0x01200000,0x00000000,0x00800000","0xc1449462,0x9743702b,0x5c8aa9b3,0x26c00ea0,0x8c1154bd,0xcdb8c4d8,0x108826d6,0x714f8000"
20,bit13_m916a56aa,41,20,134,105,29,"0x00000000,0x00000200,0x00000000,0x00000000,0x00020010,0x00100000,0x00000000,0x00000000,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000008,0x00000000,0x00000010","0x9dc1052a,0xda462e39,0x83e15178,0x7a190245,0x15a6038a,0x60caf651,0xa1084ddc,0x14620952"
21,bit13_m916a56aa,41,20,117,101,16,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000020,0x00000010,0x00020040,0x00001000,0x00010020,0x00000000,0x00000000,0x00000800,0x00000002,0x00000000,0x08000000,0x00000000","0xab207cdb,0x31120951,0xc5d84b25,0x404bc065,0xa29d8884,0xca39b280,0xd7439038,0x02018c1d"
22,bit13_m916a56aa,41,20,140,101,39,"0x00000000,0x08000000,0x00000000,0x00000000,0x00000800,0x00000000,0x00000000,0x00000004,0x40000001,0x00000000,0x00000000,0x0000000c,0x60000020,0x00008000,0x00000000,0x00000000","0x909a2e8f,0x8c80e092,0x839b100a,0xe49c6860,0xc8207298,0xdc8e6260,0xc938e058,0x1c6316d4"
23,bit13_m916a56aa,41,20,115,101,14,"0x00000000,0x80000000,0x00000000,0x00800000,0x00000000,0x00000000,0x00000000,0x00000020,0x00000000,0x00000000,0x20000000,0x00080000,0x00000400,0x00000000,0x00000000,0x00000000","0x4ae84168,0xa7cd0403,0x11a82c84,0xa0048208,0x0d998287,0x76805e16,0xcbb60fcc,0x0e83e4e3"
24,bit13_m916a56aa,41,20,131,99,32,"0x00000000,0x00000000,0x80100000,0x00000000,0x00010000,0x00021000,0x08000000,0x00000000,0x00000000,0x00001000,0x00000020,0x00000000,0x00000000,0x00000000,0x00000000,0x10000004","0xc0884030,0xef461e44,0x00e2dd4a,0x5c4f07d9,0x235b11a0,0x72150341,0x4c18058d,0x81bc8c24"
25,bit13_m916a56aa,41,20,126,103,23,"0x00001000,0x00000000,0x00104000,0x00000000,0x00000000,0x40002400,0x00020000,0x40000000,0x00000000,0x00000400,0x00000010,0x00000000,0x00000000,0x00200200,0x00000000,0x00000042","0x4c0715e3,0x24238d21,0x06ca482f,0x1031756c,0x0c9d341c,0x5d151493,0x036428a3,0x5e418726"
26,bit13_m916a56aa,41,20,141,103,38,"0x00000000,0x00000000,0x00002000,0x00000000,0x00000000,0x00001000,0x20000000,0x08000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000010,0x00002000,0x40044100","0x3b742240,0x98744eb2,0xc61d4ac1,0x10718e79,0x21196c10,0x448a8920,0x847d7fa3,0x202cd106"
27,bit13_m916a56aa,41,20,124,99,25,"0x00000000,0x00000000,0x00800000,0x00000200,0x00000000,0x00200010,0x00000600,0x00001000,0x00200000,0x00000000,0x02000400,0x00100002,0x00000000,0x00000000,0x00001000,0x00080000","0x86490470,0x8b980860,0x405090f2,0x05d12f1e,0x9acf0298,0x544756dc,0x4a0d051b,0x34073146"
28,bit13_m916a56aa,42,20,135,102,33,"0x00000000,0x00000000,0x08000000,0x00000008,0x00200000,0x00000000,0x00000100,0x00000000,0x10000000,0x00000000,0x00000020,0x00000080,0x00000000,0x00000000,0x08000000,0x00000004","0x24772d21,0x802a89df,0x82664c42,0x5374430e,0x6f350580,0x8c401da7,0x1c92a5b0,0x6202c126"
29,bit13_m916a56aa,42,20,131,103,28,"0x00000000,0x00000040,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000800,0x00000000,0x00020000,0x00000000,0x00000000,0x00000880,0x00000000,0x00000801","0x03726cb4,0x0cd57348,0xd46e7c92,0x8e1024d3,0x21928026,0x1598be50,0xb02c1596,0x452146c0"
