record,candidate_id,input_hw,rounds,start_hw,best_hw,improvement,best_m2,best_state_diff
30,bit13_m916a56aa,42,20,129,102,27,"0x00000000,0x00000004,0x00000000,0x00000000,0x00000000,0x00020001,0x00000000,0x00004000,0x00000000,0x00080000,0x00040000,0x00000000,0x00000400,0x00000000,0x08000000,0x00000004","0xf08801c0,0x1b0e0314,0x1dc46594,0x21493796,0xe23229c0,0x589d860a,0xacc0989d,0x468f616c"
31,bit13_m916a56aa,42,20,133,101,32,"0x00002000,0x00001100,0x00024000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00200000,0x00000000,0x04000000,0x02000000,0x02000001,0x00000000,0x00000000,0x10008100","0x0a4c0674,0x2d0a67e7,0x3c91836a,0x1a218203,0x1380d426,0xa4523664,0x5d813572,0x4e6a2220"
32,bit13_m916a56aa,42,20,125,102,23,"0x00000001,0x00080000,0x00000800,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00081000,0x00000000,0x00400108","0x5b4b5c20,0x5860e6e6,0x8c009aa2,0x703290ce,0x22b4c800,0xe5c5c75a,0x9914094e,0x055058e1"
33,bit13_m916a56aa,42,20,118,104,14,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x40000400,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000008","0x8b3232c1,0x84674a5d,0x4287b244,0xc444d426,0xea658626,0x8ba34143,0x43337588,0x0b50c046"
34,bit13_m916a56aa,42,20,139,105,34,"0x00040000,0x08000000,0x00000000,0x00010000,0x00000000,0x00100000,0x00000000,0x00000100,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x40000008,0x00000000","0x47298c61,0x201048a1,0xfd753c92,0x8d52840b,0xb9897284,0xd3850269,0xe82b86c2,0xa42aec06"
35,bit13_m916a56aa,42,20,136,102,34,"0x00104000,0x00000000,0x00000000,0x10020000,0x00000000,0x00000040,0x00000000,0x00000000,0x00000000,0x02000000,0x00000020,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000","0x968e44b0,0x23ef8839,0x01428319,0x743c1805,0x398436cc,0x412b49f2,0xb510d441,0x016864d5"
36,bit13_m916a56aa,42,20,130,101,29,"0x00100000,0x00000000,0x01000000,0x04000600,0x00000400,0x00001800,0x00008000,0x00000000,0x00000010,0x00000000,0x00800000,0x00000040,0x00000000,0x00000010,0x00000000,0x00080000","0x2150c0cc,0x22380377,0xa12d3a23,0x0417f8e4,0x8cfc80a1,0x6420598b,0x65ad8488,0x64263d01"
37,bit13_m916a56aa,42,20,136,102,34,"0x00000010,0x00000800,0x00000000,0x04000000,0x00000008,0x00008000,0x00044000,0x00000400,0x00000000,0x80000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x08000000","0x41514308,0x1a44ca83,0x2ee3c6d2,0x2e61f657,0x34009c29,0x62860abd,0xa2946588,0x480152c5"
38,bit13_m916a56aa,43,20,124,94,30,"0x00100000,0x00000004,0x00004000,0x00000000,0x04000000,0x00000000,0x00000000,0x00800000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00020020,0x00000000","0x29394890,0x95f4e63b,0x69450239,0x0065b100,0x25109661,0x0288e019,0x159d4c42,0x62351182"
39,bit13_m916a56aa,43,20,121,103,18,"0x00000080,0x00000010,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x20000000,0x00000000,0x10000040,0x00000000,0x00000000,0x00000000,0x00000100,0x00000000","0xc6069525,0x5afaa0e6,0xafc4012d,0x441ea251,0x56882a1e,0x0699c16e,0x1161a34c,0x44c40540"
40,bit13_m916a56aa,43,20,128,101,27,"0x00000080,0x04000000,0x00000000,0x80000000,0x00000008,0x00008000,0x01000000,0x00000008,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x00600400,0x00400000","0x68bc14a0,0x28300103,0x65020973,0x4c248581,0x474fcd3b,0x858fc642,0x6727f1c4,0xc608d208"
41,bit13_m916a56aa,43,20,136,101,35,"0x00000000,0x00000000,0x00801000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000800,0x00080000,0x00001000,0x04000500,0x00000010,0x00000002,0x00000000,0x20000000,0x04408c00","0x08305af1,0x27b02c02,0x79280a88,0x12dce457,0x14ec94ec,0x9906aa23,0x003e4642,0x814994ec"
42,bit13_m916a56aa,44,20,135,105,30,"0x00000000,0x00080000,0x00080000,0x00001000,0x00000000,0x00000000,0x00000000,0x00020000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x02000000,0x00000000","0x469cbb2a,0xb5e1890d,0x0253330a,0x04d1b4d6,0x08252055,0x78300860,0x4eb38880,0x476e35eb"
43,bit13_m916a56aa,44,20,119,105,14,"0x00000080,0x00000000,0x00000000,0x00000000,0x00000000,0x02000000,0x00000000,0x00000000,0x00000000,0x00000000,0x04000000,0x00002010,0x00008000,0x00000000,0x00000000,0x00000000","0x38342495,0x823fecc9,0x9f2a3883,0x4c717442,0x408a017b,0x4c7e2090,0x61e8d2c6,0x5c02d104"
