record,candidate_id,input_hw,rounds,start_hw,best_hw,improvement,best_m2,best_state_diff
31,bit13_m916a56aa,42,12,119,79,40,"0x00000000,0x00000000,0x00000000,0x00800000,0x00000000,0x00000000,0x00000000,0x00000000,0x02000000,0x00001000,0x802800ec,0x0ba06211,0x59a73811,0xcfa1740e,0xfb918d86,0x068c0612","0x84009120,0x68210c21,0x5c3c7dc9,0xa681c414,0x0800000d,0x40049004,0x045b5455,0x901c6c2d"
32,bit13_m916a56aa,42,12,129,80,49,"0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x00004000,0x00000000,0x00000008,0x00000000,0x00000000,0x80004412,0xa3c52b44,0x5f7f20b7,0x3bcadb6a,0x61d54720,0xab9c04c1","0x001672a4,0x0dc60045,0x94a446f2,0xdbc14522,0x30408000,0x0048e8c5,0x00326240,0x524cb018"
33,bit13_m916a56aa,42,12,130,84,46,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x08000100,0x00000000,0x00000000,0x00400003,0x0020087e,0xbc4dd4eb,0xed83f8a8,0x70a474b5,0x4ba18525","0x40800900,0x426e231b,0x09cd679b,0x592b1440,0x22204424,0x103085d0,0x5e0c0dbf,0x80142100"
34,bit13_m916a56aa,42,12,124,82,42,"0x00000000,0x00000000,0x20000000,0x00000000,0x20000080,0x00000000,0x00000000,0x00000000,0x00000000,0x00040801,0x00082100,0x12371d01,0x695abec1,0x9ac5959a,0xd41bf140,0x479d6c7f","0x40090802,0xe0edc721,0xc08702d6,0x59e9c234,0x02208124,0xa8108214,0x90015c81,0x04ac2d88"
35,bit13_m916a56aa,42,12,128,88,40,"0x00000800,0x00000000,0x40000000,0x00000000,0x00000000,0x00000020,0x00000000,0x00000000,0x00000000,0x00000000,0x04000029,0xe7a3a606,0x85235b38,0x4b9be482,0xf7a2642b,0xf1927867","0x28022120,0x24f09549,0xe5067205,0xfb948801,0x00200001,0x124d0c92,0xd8a48842,0x906755ff"
36,bit13_m916a56aa,42,12,113,86,27,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000100,0x00000000,0x00000000,0x00000000,0x80001000,0x90203018,0x22e11e74,0x62268755,0x0da594f7,0xfe7315b3,0x4e2b339a","0x0a044810,0x217d5824,0x8b8831c3,0x20c8f717,0x40000100,0xa01a0d58,0xe21559a3,0x0b06d411"
37,bit13_m916a56aa,42,12,120,84,36,"0x00000000,0x00000000,0x00040000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x20040000,0x0000c400,0x21ca0a78,0xb39709fb,0xcecb0707,0x82d27198,0x2a45277a","0x41048680,0x4904b205,0x40392a54,0x7711cd69,0x04204024,0x2ece1842,0x154123a2,0x15897400"
38,bit13_m916a56aa,43,12,122,90,32,"0x00000000,0x00000080,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00100000,0x0002001a,0x26a97003,0xeef337bd,0x55e2b26e,0x12cfe78e,0x7b34ac24","0x0a091002,0x3b280a06,0xa90167b0,0x020b7746,0x812018e8,0x205b4de5,0x54d04822,0x42c8cb2a"
39,bit13_m916a56aa,43,12,117,92,25,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000800,0x00000000,0x3c0805be,0xd38ad8db,0xf9e706cf,0x57725cff,0x8f9076a7","0x00010104,0x977a10cc,0x444a9370,0x44a61370,0x20806200,0x12c5f072,0x285ac9b7,0x72e20fc4"
40,bit13_m916a56aa,43,12,130,81,49,"0x00000000,0x00000800,0x00000008,0x00000008,0x00000000,0x00000001,0x00004000,0x00010000,0x00000000,0x00040080,0x01070000,0xac0a0784,0x4b34eccc,0x18f5ed89,0x201cdaa6,0xe1e354a5","0x00802108,0x128c0082,0xc820222c,0x6b110544,0x62401020,0x023c9c95,0x3431be23,0x3b8d413d"
41,bit13_m916a56aa,43,12,132,82,50,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x40000000,0x08000000,0x00000000,0x00000004,0x00002001,0x01050080,0x78641a9a,0x5ff510cb,0x51eacbeb,0x23a47cb1,0x9373bec1","0x24040088,0x0742220e,0x31148581,0x38082014,0x48906800,0xc8469594,0xfb84882c,0x207acd3d"
42,bit13_m916a56aa,44,12,136,94,42,"0x00000000,0x00000000,0x00000000,0x00008001,0x00000000,0x00000000,0x00020000,0x00000000,0x00000000,0x00000000,0x80000022,0x30762f7c,0xdc625517,0x435cfbee,0xa77a24b3,0x49785e4a","0x03004040,0x254b0551,0xdf565a23,0x797136af,0xa0502a04,0xf1004a69,0x85040e81,0x15430ec1"
43,bit13_m916a56aa,44,12,122,86,36,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000820,0x00000000,0x00000000,0x10000900,0x00082000,0x21ec0238,0x79131b0f,0x87004ffa,0x6d87bb89,0x63243c07","0x12000891,0x488ad912,0x52e6b76c,0x020423d7,0x04012000,0x2045d1b6,0x4010307f,0xb69680a0"
