record,candidate_id,input_hw,rounds,start_hw,best_hw,improvement,best_m2,best_state_diff
18,bit13_m916a56aa,41,20,117,102,15,"0x00000000,0x00080000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x08000000,0x00000000,0x00800000","0x2bd1e510,0x15bfc4ba,0x8018e209,0x10aae825,0xf3ed1718,0x31149fe0,0x960021a0,0x80255444"
19,bit13_m916a56aa,41,20,119,101,18,"0x00000000,0x00000000,0x00000000,0x00000000,0x00040000,0x00000002,0x00000000,0x00000000,0x00040030,0x10000000,0x02000000,0x08000001,0x00044400,0x00000000,0x00000000,0x00080000","0xa48309b9,0x610b31e1,0x6205f504,0x96010f86,0x98990a85,0x4284e08d,0x5046700d,0xef11a34e"
20,bit13_m916a56aa,41,20,134,102,32,"0x00002000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000001,0x00410000,0x00000000,0x04000000,0x00000000,0x00100080,0x00000000,0x00020000,0x00000000,0x00000000,0x00000000","0x4f690939,0xaa02c236,0x08602608,0xc3af7004,0x4a0d21cf,0x97f0d454,0x8b014541,0x2e011a77"
21,bit13_m916a56aa,41,20,117,100,17,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00100010","0x41217dad,0x50060933,0x6508181d,0x02c1a144,0x62200ddd,0x921462d6,0x89a6c8b5,0x16f33824"
22,bit13_m916a56aa,41,20,140,98,42,"0x00000000,0x00000000,0x00000000,0x00008000,0x00000010,0x00000000,0x00000000,0x00000000,0x00000000,0x00002020,0x00000000,0x18000004,0x00000000,0x00040000,0x00000000,0x00000000","0x82ae21e4,0x85614931,0x201e0881,0xeb1507c8,0x0192d649,0x01b053e1,0x485d1712,0x807ba10d"
23,bit13_m916a56aa,41,20,115,101,14,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00400000,0x00000000,0x00800000,0x00000080,0x00000000,0x00000000,0x00000000,0x04000000,0x00200000,0x0000000a,0x00000000","0x496d5ba2,0x0e094886,0x5d8d390f,0x01003221,0xc1be524a,0xee8b7a02,0x00a10815,0xbb502c62"
24,bit13_m916a56aa,41,20,131,105,26,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00800000,0x00004000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000","0x860c4861,0xc072d188,0xf44379b0,0xbd42a021,0x044e8e33,0x0e751357,0xf0707c5a,0xc6440423"
25,bit13_m916a56aa,41,20,126,103,23,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00004002,0x00000100,0x00000000,0x00004000,0x00000000,0x20020008,0x00000000,0x00000000,0x00000000,0x00000000,0x00008400","0x07180280,0x344d4220,0xda1135b1,0xa3952530,0x08e685f8,0xb7cc02f8,0x0f1ba471,0x5d80b740"
26,bit13_m916a56aa,41,20,141,99,42,"0x00000000,0x00000000,0x00000000,0x00000000,0x08000000,0x00000000,0x00000000,0x00000000,0x12011000,0x00000000,0x00000000,0x00000000,0x00080000,0x00000000,0x00000000,0x00000020","0x84e7498b,0x070a9e07,0x80b05388,0x00dd08a2,0x550900b5,0x047000d7,0x453198d1,0x5ef34961"
27,bit13_m916a56aa,41,20,124,98,26,"0x00000000,0x02000000,0x00000000,0x00020200,0x40000000,0x00000000,0x00000000,0x00000000,0x80000002,0x00000000,0x00000000,0x00000004,0x00000010,0x08010000,0x00000000,0x40000000","0x84619054,0xb43bb91c,0x80a2a2b6,0x662e23cb,0x05050480,0x58ead121,0x140f9144,0xa34c4a24"
28,bit13_m916a56aa,42,20,135,105,30,"0x00000000,0x00800000,0x00400000,0x20000002,0x00000080,0x40020000,0x00000000,0x00001000,0x00008000,0x00000000,0x00000000,0x40000000,0x00000000,0x00000000,0x00000080,0x00080800","0x70c50cd0,0x4b3e5471,0x66b16112,0x06590862,0x6cca41af,0x98f0b081,0x99b13a08,0x10b8be82"
29,bit13_m916a56aa,42,20,131,102,29,"0x00000000,0x20000001,0x00004000,0x00000020,0x00000000,0x00000010,0x00000000,0x00100080,0x80000200,0x00000104,0x00000000,0x00000000,0x00000000,0x00000010,0x40000000,0x00000000","0x80d01f74,0x82802838,0x8c404315,0xe1ece10a,0x20861f59,0x2dda4850,0x7499aeb2,0x52b1150d"
30,bit13_m916a56aa,42,20,129,101,28,"0x00000000,0x00000000,0x00000010,0x00401000,0x00000000,0x00080000,0x00000002,0x04000000,0x80000000,0x00000000,0x00000000,0x00000010,0x00000100,0x00000400,0x01000000,0x00000000","0x4cc6da67,0xc5328781,0x13442444,0xc22c550e,0x05a06691,0x9104c51e,0x9baec052,0x80cc0c4e"
31,bit13_m916a56aa,42,20,133,101,32,"0x00000000,0x00000000,0x00000002,0x00000000,0x00000000,0x00000000,0x02000000,0x00000000,0x00000000,0x12000100,0x00000000,0x00000000,0x20010000,0x00000000,0x00000000,0x00000000","0x8c282003,0x80c61699,0x0842130d,0x195c1a8c,0x114f9c6b,0x56d1c810,0xac943f6e,0x879880f8"
32,bit13_m916a56aa,42,20,125,100,25,"0x00000000,0x00000000,0x00000000,0x00800000,0x00000000,0x00000000,0x00000020,0x00000000,0x00000000,0x00001000,0x00000040,0x00000000,0x00000040,0x00000010,0x00000100,0x00000000","0x1de4f466,0x5e309250,0xba00d788,0x40a82e12,0x50c029c6,0x54452211,0x02ede85d,0x1b280b60"
33,bit13_m916a56aa,42,20,118,98,20,"0x00000000,0x00000020,0x00000000,0x00000000,0x00400000,0x00000004,0x00000000,0x00000000,0x00400000,0x00000000,0x00000000,0x00000020,0x00000000,0x04000000,0x00010000,0x00000000","0x3634318c,0x0a140231,0xc26a06a0,0x9c73a224,0xcff00463,0x3084a02f,0x3076209c,0x8b80396e"
34,bit13_m916a56aa,42,20,139,102,37,"0x00000000,0x00000000,0x08000000,0x00000000,0x00080020,0x00000000,0x00000000,0x00000200,0x00000000,0x00000000,0x00000080,0x00008000,0x00000000,0x00000000,0x80000000,0x00800000","0x071da8c6,0x28a9a628,0xc407c339,0x85041217,0x59063c82,0x6425620e,0x0138d462,0xb4471bd6"
35,bit13_m916a56aa,42,20,136,100,36,"0x08000000,0x00000000,0x00000000,0x00000000,0x08000000,0x00000000,0x00010200,0x00010000,0x40000000,0x00000000,0x00200000,0x00400000,0x00000000,0x00000000,0x00000000,0x00000000","0x416ae070,0x01303b0c,0x21175e70,0xcc174874,0x01ea7ce2,0x00311de5,0x700d2901,0x2107ad1c"
36,bit13_m916a56aa,42,20,130,95,35,"0x00000000,0x00001000,0x00000080,0x00000000,0x00000008,0x00004000,0x00000000,0x00000000,0x00000000,0x40000000,0x00000000,0x00000100,0x00000000,0x00000000,0x00400000,0x10000000","0x38a56929,0x00815f53,0xb1c060b9,0x4004885b,0x18b4a856,0x88620457,0xd608412a,0xd2596810"
37,bit13_m916a56aa,42,20,136,103,33,"0x00000200,0x00080000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000040,0x00200000,0x00000060,0x08000000,0x00000000,0x00000000,0x00000000,0x000c0000","0x2238004e,0x016d0cec,0x9eab1dca,0x0591c177,0x851e0110,0x23806840,0x176ce041,0xe46deb72"
38,bit13_m916a56aa,43,20,124,101,23,"0x00000000,0x00000000,0x00000000,0x20000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00100000,0x00000000,0x00000000,0x00000000","0x66107208,0xe1ba1c67,0xecb4474d,0x0404d095,0x486ad231,0x02db8200,0x22067d4a,0x2267d490"
39,bit13_m916a56aa,43,20,121,102,19,"0x00000000,0x00000000,0x00000001,0x00001000,0x00000000,0x00400000,0x10000000,0x02000000,0x00000200,0x00000000,0x00000000,0x00000040,0x00000000,0x00000000,0x00000000,0x00000000","0xcd1878b3,0x1b28f3e4,0x491e0057,0x22a31c24,0xa1d85008,0xd40bc111,0xf85418a1,0x0a94f888"
40,bit13_m916a56aa,43,20,128,100,28,"0x00400000,0x00010080,0x00000000,0x00000000,0x00000000,0x02040000,0x00000200,0x00000200,0x10000000,0x00000000,0x00000000,0x00000000,0x00000120,0x00000000,0x00000000,0x80020000","0x2a0618f9,0x55e10832,0x168c5711,0x57590ce4,0x56530221,0x6d000186,0x910ce53f,0x13c91038"
41,bit13_m916a56aa,43,20,136,101,35,"0x00000000,0x00000000,0x00000002,0x00006400,0x00080000,0x00000000,0x00002000,0x00000200,0x00000002,0x00000004,0x00080004,0x00000000,0x00000000,0x40008000,0x00000000,0x00100000","0xc58ad8a2,0xdd182333,0x96b13b02,0x00fe6d28,0x98194024,0x2f80a1c2,0x04035146,0xad9a0782"
42,bit13_m916a56aa,44,20,135,99,36,"0x00200000,0x00000000,0x00000000,0x00000000,0x04000010,0x00000800,0x00800000,0x00000000,0x40000000,0x00000000,0x00000000,0x00200000,0x00000200,0x00000000,0x00000800,0x00000000","0xaa5800eb,0xac0765ba,0x202e8908,0x9e304088,0x444e6a93,0x7cd0514c,0xc10d2604,0xbea24844"
43,bit13_m916a56aa,44,20,119,97,22,"0x00000008,0x00000200,0x01000000,0x00000040,0x00000000,0x00000000,0x00001408,0x00000000,0x00000000,0x00000800,0x00000000,0x00000000,0x00000000,0x20000000,0x00000000,0x00000000","0xc89a4d00,0x42b45652,0x5761484c,0x28102547,0x9a785530,0x0d112614,0xb3403483,0x26f121b2"
