record,candidate_id,input_hw,rounds,start_hw,best_hw,improvement,best_m2,best_state_diff
32,bit13_m916a56aa,42,20,125,102,23,"0x00000000,0x00000000,0x00000020,0x00040004,0x00000000,0x01000000,0x00002000,0x00000000,0x00000000,0x00000810,0x00000000,0x10000000,0x04040000,0x00000000,0x01000000,0x00000000","0x23978138,0xa3114344,0x84ce7014,0x84140198,0xf71a708a,0x128ea811,0xe8f9138a,0x05f8aa2d"
33,bit13_m916a56aa,42,20,118,102,16,"0x00000000,0x00000000,0x00000400,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000200,0x00000000,0x00000000,0x00002020,0x00000084,0x00000000,0x00000004,0x02200000","0x1e921482,0xc03dad21,0x90486389,0xb820e03d,0x1445145c,0x0cc6bd94,0x8a28e2cf,0x5962004f"
34,bit13_m916a56aa,42,20,139,101,38,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000002,0x00010800,0x00020000,0x00010000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00200000","0x02054114,0xa081b15d,0x57bd3a82,0x8519a497,0x8690a033,0xf86c0059,0x1b9828f4,0xb0394a18"
35,bit13_m916a56aa,42,20,136,101,35,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00020000,0x00000000,0x00000008,0x00000000,0x00000800,0x00000000,0x00040000,0x00000000,0x00000000,0x00000000,0x00000000","0xd4f0992b,0x48208221,0x44c98820,0x5580a556,0x3f90d360,0x195d3849,0xd00c81da,0x1eca5b03"
36,bit13_m916a56aa,42,20,130,104,26,"0x80000000,0x00010000,0x00000000,0x00000000,0x00100000,0x00000000,0x00000000,0x00000000,0x00000000,0x04000280,0x00800000,0x00080008,0x00000000,0x00000000,0x00000040,0x00800000","0x53ad0915,0x1745b593,0x2b1a0229,0xb5c61a30,0x486142a7,0x03900471,0xaca54629,0x965fc500"
37,bit13_m916a56aa,42,20,136,98,38,"0x00000000,0x00000000,0x00001000,0x00000000,0x00000000,0x00000000,0x00000400,0x00000000,0x00000001,0x00000000,0x20001100,0x00400000,0x00000000,0x00000000,0x00000000,0x00000100","0xa1c0382c,0x8029d74a,0x0459f433,0x221ac402,0x3e09a904,0x393825b0,0x7e76c3a1,0x0858020e"
38,bit13_m916a56aa,43,20,124,105,19,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00010200,0x00000000,0x00040000,0x00040000,0x00000000,0x00000080,0x00000008,0x00000000,0x00000000,0x00000020,0x00000000","0x0c4bc207,0xe08248f8,0x835b6632,0xcf5cccaa,0x66b01342,0x8e314341,0x8e024a13,0x8f52a086"
39,bit13_m916a56aa,43,20,121,104,17,"0x00000000,0x00000000,0x00000000,0x40000000,0x00040000,0x00008000,0x24000000,0x00000080,0x00000000,0x00000000,0x00000000,0x00000002,0x00000000,0x00000080,0x00000000,0x00000000","0x20125745,0x5aa0b473,0xaa8cc31c,0xa192cb43,0xf8e30d00,0xa8e4e499,0x806059e4,0xd3120521"
40,bit13_m916a56aa,43,20,128,101,27,"0x00002000,0x00000000,0x00100000,0x40000000,0x00800000,0x00400000,0x00102000,0x00000020,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00001000","0x0bdccc92,0xced2c8e0,0x10103353,0xc420103f,0x0a14ff15,0x6b421e12,0x59b90c39,0x4480c220"
41,bit13_m916a56aa,43,20,136,98,38,"0x00100000,0x00000000,0x00000000,0x08000000,0x00000000,0x00000000,0x02000000,0x00020040,0x00020000,0x00002000,0x08000000,0xc0040100,0x00000000,0x00000400,0x00000000,0x40000180","0x80239009,0x1e0da70c,0x15473210,0x61211942,0xa7279a69,0xaeb818a2,0xc0b43312,0x824c9436"
42,bit13_m916a56aa,44,20,135,101,34,"0x00000000,0x00000042,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00800000,0x00000000,0x00000000,0x00000001,0x00000000,0x00000000,0x00000001,0x00000000","0x0a591e6a,0x9c13af54,0xdae2929a,0x1824a0d8,0x2081310a,0xc4c1e12b,0x3a622c92,0x30203a29"
43,bit13_m916a56aa,44,20,119,102,17,"0x00101000,0x00000000,0x00000400,0x00020100,0x00000000,0x00004000,0x00010000,0x00000000,0x41000000,0x00000002,0x00000000,0x00000000,0x00000000,0x00000302,0x00000000,0x00000000","0xdf028580,0xd0a6a419,0x82229a69,0x02e794ad,0xc8d145f0,0x5dc42037,0x492c0037,0xdd902108"
