Candidate: M[0]=0x34c
Cascade-Optimized DP at N=10
Search space: 2^40 = 1099511627776

  W1[57]=532: 0 local colls, 30 total [3601s]
  W1[57]=533: 0 local colls, 24 total [3603s]
  W1[57]=535: 1 local colls, 26 total [3604s]
  W1[57]=534: 0 local colls, 36 total [3605s]
  W1[57]=537: 0 local colls, 38 total [3608s]
  W1[57]=536: 2 local colls, 30 total [3609s]
  W1[57]=538: 1 local colls, 29 total [3611s]
  W1[57]=539: 0 local colls, 33 total [3612s]
  W1[57]=543: 1 local colls, 36 total [3616s]
  W1[57]=541: 1 local colls, 34 total [3621s]
  W1[57]=544: 0 local colls, 25 total [3621s]
  W1[57]=540: 0 local colls, 28 total [3624s]
  W1[57]=546: 1 local colls, 34 total [3633s]
  W1[57]=542: 0 local colls, 24 total [3634s]
  W1[57]=545: 1 local colls, 40 total [3635s]
  W1[57]=547: 0 local colls, 27 total [3645s]
  W1[57]=548: 1 local colls, 31 total [3666s]
  W1[57]=549: 0 local colls, 24 total [3671s]
  W1[57]=554: 2 local colls, 31 total [3673s]
  W1[57]=550: 1 local colls, 27 total [3674s]
  W1[57]=551: 0 local colls, 36 total [3675s]
  W1[57]=555: 0 local colls, 33 total [3675s]
  W1[57]=553: 1 local colls, 31 total [3676s]
  W1[57]=552: 1 local colls, 39 total [3680s]
  W1[57]=556: 1 local colls, 37 total [3685s]
  W1[57]=557: 0 local colls, 34 total [3688s]
  W1[57]=559: 0 local colls, 28 total [3691s]
  W1[57]=558: 0 local colls, 25 total [3698s]
  W1[57]=561: 0 local colls, 24 total [3702s]
  W1[57]=562: 5 local colls, 45 total [3703s]
  W1[57]=560: 0 local colls, 34 total [3706s]
  W1[57]=563: 1 local colls, 28 total [3714s]
  W1[57]=564: 0 local colls, 31 total [3729s]
  W1[57]=565: 0 local colls, 24 total [3730s]
  W1[57]=570: 0 local colls, 31 total [3739s]
  W1[57]=569: 0 local colls, 33 total [3744s]
  W1[57]=568: 0 local colls, 36 total [3745s]
  W1[57]=567: 0 local colls, 27 total [3747s]
  W1[57]=566: 0 local colls, 31 total [3750s]
  W1[57]=572: 1 local colls, 38 total [3750s]
  W1[57]=571: 3 local colls, 42 total [3751s]
  W1[57]=573: 0 local colls, 34 total [3758s]
  W1[57]=574: 2 local colls, 30 total [3758s]
  W1[57]=575: 0 local colls, 25 total [3768s]
  W1[57]=578: 2 local colls, 36 total [3773s]
  W1[57]=577: 3 local colls, 48 total [3773s]
  W1[57]=576: 1 local colls, 25 total [3778s]
  W1[57]=579: 2 local colls, 30 total [3786s]
  W1[57]=580: 1 local colls, 32 total [3802s]
  W1[57]=582: 2 local colls, 33 total [3805s]
  W1[57]=583: 0 local colls, 33 total [3809s]
  W1[57]=581: 1 local colls, 25 total [3811s]
  W1[57]=586: 0 local colls, 31 total [3815s]
  W1[57]=584: 3 local colls, 39 total [3817s]
  W1[57]=588: 1 local colls, 43 total [3818s]
  W1[57]=587: 3 local colls, 41 total [3818s]
  W1[57]=585: 0 local colls, 27 total [3824s]
  W1[57]=590: 0 local colls, 30 total [3829s]
  W1[57]=591: 0 local colls, 25 total [3830s]
  W1[57]=589: 0 local colls, 34 total [3833s]
  W1[57]=592: 0 local colls, 36 total [3837s]
  W1[57]=594: 3 local colls, 28 total [3846s]
  W1[57]=593: 2 local colls, 50 total [3847s]
  W1[57]=595: 1 local colls, 31 total [3862s]
  W1[57]=597: 1 local colls, 34 total [3875s]
  W1[57]=596: 5 local colls, 37 total [3876s]
  W1[57]=598: 1 local colls, 34 total [3877s]
  W1[57]=599: 2 local colls, 27 total [3882s]
  W1[57]=600: 0 local colls, 31 total [3883s]
  W1[57]=603: 0 local colls, 41 total [3885s]
  W1[57]=602: 1 local colls, 44 total [3888s]
  W1[57]=601: 1 local colls, 40 total [3890s]
  W1[57]=604: 1 local colls, 28 total [3894s]
  W1[57]=605: 0 local colls, 30 total [3896s]
  W1[57]=607: 2 local colls, 36 total [3905s]
  W1[57]=606: 1 local colls, 26 total [3906s]
  W1[57]=608: 0 local colls, 36 total [3908s]
  W1[57]=609: 1 local colls, 29 total [3918s]
  W1[57]=611: 0 local colls, 31 total [3924s]
  W1[57]=610: 1 local colls, 51 total [3924s]
  W1[57]=613: 1 local colls, 38 total [3933s]
  W1[57]=612: 1 local colls, 35 total [3939s]
  W1[57]=614: 0 local colls, 34 total [3940s]
  W1[57]=616: 0 local colls, 31 total [3946s]
  W1[57]=617: 1 local colls, 42 total [3949s]
  W1[57]=615: 1 local colls, 28 total [3952s]
  W1[57]=619: 1 local colls, 41 total [3953s]
  W1[57]=621: 2 local colls, 32 total [3959s]
  W1[57]=620: 0 local colls, 28 total [3960s]
  W1[57]=618: 0 local colls, 44 total [3961s]
  W1[57]=622: 1 local colls, 37 total [3968s]
  W1[57]=623: 3 local colls, 29 total [3971s]
  W1[57]=624: 0 local colls, 36 total [3982s]
  W1[57]=625: 1 local colls, 30 total [3982s]
  W1[57]=626: 2 local colls, 33 total [3987s]
  W1[57]=627: 2 local colls, 53 total [3990s]
  W1[57]=628: 1 local colls, 39 total [3999s]
  W1[57]=630: 1 local colls, 35 total [4005s]
  W1[57]=629: 0 local colls, 35 total [4007s]
  W1[57]=631: 2 local colls, 33 total [4013s]
  W1[57]=632: 1 local colls, 43 total [4020s]
  W1[57]=637: 2 local colls, 46 total [4025s]
  W1[57]=634: 0 local colls, 41 total [4025s]
  W1[57]=635: 1 local colls, 33 total [4026s]
  W1[57]=633: 1 local colls, 29 total [4026s]
  W1[57]=636: 0 local colls, 28 total [4026s]
  W1[57]=638: 0 local colls, 37 total [4032s]
  W1[57]=639: 1 local colls, 30 total [4033s]
  W1[57]=641: 1 local colls, 31 total [4048s]
  W1[57]=640: 2 local colls, 38 total [4048s]
  W1[57]=643: 0 local colls, 53 total [4050s]
  W1[57]=642: 0 local colls, 33 total [4055s]
  W1[57]=644: 0 local colls, 39 total [4069s]
  W1[57]=645: 1 local colls, 36 total [4072s]
  W1[57]=646: 1 local colls, 36 total [4073s]
  W1[57]=648: 1 local colls, 44 total [4084s]
  W1[57]=647: 1 local colls, 34 total [4085s]
  W1[57]=649: 0 local colls, 46 total [4088s]
  W1[57]=650: 3 local colls, 44 total [4092s]
  W1[57]=653: 2 local colls, 30 total [4093s]
  W1[57]=652: 3 local colls, 32 total [4095s]
  W1[57]=651: 3 local colls, 36 total [4101s]
  W1[57]=655: 1 local colls, 31 total [4102s]
  W1[57]=654: 0 local colls, 37 total [4103s]
  W1[57]=656: 0 local colls, 31 total [4117s]
  W1[57]=657: 1 local colls, 39 total [4120s]
  W1[57]=658: 1 local colls, 54 total [4123s]
  W1[57]=659: 0 local colls, 33 total [4124s]
  W1[57]=661: 2 local colls, 38 total [4136s]
  W1[57]=660: 0 local colls, 39 total [4146s]
  W1[57]=663: 2 local colls, 46 total [4149s]
  W1[57]=662: 0 local colls, 36 total [4150s]
  W1[57]=665: 0 local colls, 46 total [4155s]
  W1[57]=664: 2 local colls, 36 total [4157s]
  W1[57]=666: 0 local colls, 44 total [4158s]
  W1[57]=667: 2 local colls, 32 total [4161s]
  W1[57]=668: 2 local colls, 34 total [4165s]
  W1[57]=671: 0 local colls, 37 total [4171s]
  W1[57]=670: 2 local colls, 33 total [4172s]
  W1[57]=669: 0 local colls, 36 total [4177s]
  W1[57]=675: 4 local colls, 37 total [4189s]
  W1[57]=673: 1 local colls, 40 total [4191s]
  W1[57]=676: 2 local colls, 40 total [4196s]
  W1[57]=674: 1 local colls, 55 total [4196s]
  W1[57]=672: 0 local colls, 31 total [4197s]
  W1[57]=677: 0 local colls, 39 total [4214s]
  W1[57]=678: 0 local colls, 46 total [4214s]
  W1[57]=679: 0 local colls, 36 total [4215s]
  W1[57]=680: 2 local colls, 48 total [4222s]
  W1[57]=681: 0 local colls, 36 total [4226s]
  W1[57]=682: 0 local colls, 44 total [4227s]
  W1[57]=684: 2 local colls, 36 total [4228s]
  W1[57]=683: 1 local colls, 33 total [4231s]
  W1[57]=685: 2 local colls, 39 total [4240s]
  W1[57]=686: 0 local colls, 33 total [4245s]
  W1[57]=687: 2 local colls, 38 total [4246s]
  W1[57]=689: 1 local colls, 41 total [4252s]
  W1[57]=688: 1 local colls, 38 total [4260s]
  W1[57]=692: 2 local colls, 33 total [4264s]
  W1[57]=690: 1 local colls, 41 total [4265s]
  W1[57]=691: 0 local colls, 55 total [4274s]
  W1[57]=694: 3 local colls, 49 total [4277s]
  W1[57]=693: 0 local colls, 39 total [4281s]
  W1[57]=695: 1 local colls, 37 total [4282s]
  W1[57]=696: 0 local colls, 48 total [4290s]
  W1[57]=698: 1 local colls, 45 total [4298s]
  W1[57]=699: 2 local colls, 38 total [4298s]
  W1[57]=700: 3 local colls, 36 total [4300s]
  W1[57]=701: 5 local colls, 44 total [4302s]
  W1[57]=697: 2 local colls, 38 total [4302s]
  W1[57]=702: 1 local colls, 34 total [4308s]
  W1[57]=703: 2 local colls, 40 total [4320s]
  W1[57]=704: 1 local colls, 42 total [4321s]
  W1[57]=705: 1 local colls, 39 total [4334s]
  W1[57]=707: 2 local colls, 43 total [4335s]
  W1[57]=706: 0 local colls, 33 total [4338s]
  W1[57]=708: 0 local colls, 55 total [4342s]
  W1[57]=709: 1 local colls, 50 total [4352s]
  W1[57]=710: 1 local colls, 40 total [4357s]
  W1[57]=712: 2 local colls, 50 total [4357s]
  W1[57]=711: 1 local colls, 38 total [4361s]
  W1[57]=715: 0 local colls, 36 total [4361s]
  W1[57]=713: 0 local colls, 45 total [4363s]
  W1[57]=714: 3 local colls, 41 total [4365s]
  W1[57]=716: 1 local colls, 45 total [4368s]
  W1[57]=719: 0 local colls, 40 total [4382s]
  W1[57]=717: 0 local colls, 38 total [4385s]
  W1[57]=718: 1 local colls, 35 total [4386s]
  W1[57]=720: 1 local colls, 43 total [4393s]
  W1[57]=721: 1 local colls, 40 total [4399s]
  W1[57]=722: 2 local colls, 45 total [4402s]
  W1[57]=723: 1 local colls, 34 total [4404s]
  W1[57]=724: 1 local colls, 56 total [4412s]
  W1[57]=731: 1 local colls, 42 total [4417s]
  W1[57]=725: 1 local colls, 51 total [4422s]
  W1[57]=729: 0 local colls, 36 total [4423s]
  W1[57]=726: 2 local colls, 42 total [4429s]
  W1[57]=728: 0 local colls, 38 total [4429s]
  W1[57]=727: 2 local colls, 52 total [4431s]
  W1[57]=730: 1 local colls, 46 total [4438s]
  W1[57]=733: 1 local colls, 41 total [4441s]
  W1[57]=732: 2 local colls, 47 total [4442s]
  W1[57]=735: 0 local colls, 35 total [4458s]
  W1[57]=737: 1 local colls, 41 total [4460s]
  W1[57]=736: 0 local colls, 43 total [4464s]
  W1[57]=734: 3 local colls, 41 total [4469s]
  W1[57]=738: 2 local colls, 47 total [4475s]
  W1[57]=741: 0 local colls, 42 total [4476s]
  W1[57]=739: 2 local colls, 36 total [4476s]
  W1[57]=740: 0 local colls, 56 total [4484s]
  W1[57]=743: 0 local colls, 36 total [4485s]
  W1[57]=742: 1 local colls, 52 total [4494s]
  W1[57]=746: 3 local colls, 55 total [4499s]
  W1[57]=745: 1 local colls, 39 total [4501s]
  W1[57]=747: 0 local colls, 46 total [4503s]
  W1[57]=748: 0 local colls, 41 total [4506s]
  W1[57]=744: 0 local colls, 42 total [4508s]
  W1[57]=749: 2 local colls, 49 total [4509s]
  W1[57]=753: 0 local colls, 41 total [4525s]
  W1[57]=751: 0 local colls, 41 total [4527s]
  W1[57]=750: 1 local colls, 36 total [4532s]
  W1[57]=752: 1 local colls, 44 total [4537s]
  W1[57]=756: 2 local colls, 38 total [4543s]
  W1[57]=754: 0 local colls, 47 total [4545s]
  W1[57]=755: 3 local colls, 45 total [4547s]
  W1[57]=758: 1 local colls, 37 total [4550s]
  W1[57]=757: 0 local colls, 56 total [4550s]
  W1[57]=761: 0 local colls, 39 total [4559s]
  W1[57]=763: 2 local colls, 43 total [4564s]
  W1[57]=760: 0 local colls, 55 total [4570s]
  W1[57]=759: 1 local colls, 53 total [4573s]
  W1[57]=762: 0 local colls, 46 total [4574s]
  W1[57]=765: 1 local colls, 50 total [4577s]
  W1[57]=764: 0 local colls, 42 total [4579s]
  W1[57]=769: 0 local colls, 44 total [4592s]
  W1[57]=766: 1 local colls, 42 total [4595s]
  W1[57]=767: 0 local colls, 41 total [4602s]
  W1[57]=772: 1 local colls, 46 total [4603s]
  W1[57]=774: 0 local colls, 56 total [4611s]
  W1[57]=773: 1 local colls, 38 total [4611s]
  W1[57]=768: 1 local colls, 37 total [4613s]
  W1[57]=771: 3 local colls, 50 total [4614s]
  W1[57]=775: 0 local colls, 39 total [4623s]
  W1[57]=770: 1 local colls, 39 total [4630s]
  W1[57]=776: 1 local colls, 44 total [4633s]
  W1[57]=777: 1 local colls, 56 total [4638s]
  W1[57]=778: 1 local colls, 54 total [4641s]
  W1[57]=779: 1 local colls, 47 total [4642s]
  W1[57]=783: 0 local colls, 42 total [4645s]
  W1[57]=782: 1 local colls, 45 total [4647s]
  W1[57]=781: 2 local colls, 44 total [4649s]
  W1[57]=780: 0 local colls, 50 total [4665s]
  W1[57]=786: 2 local colls, 58 total [4669s]
  W1[57]=785: 3 local colls, 49 total [4672s]
  W1[57]=787: 1 local colls, 39 total [4684s]
  W1[57]=784: 0 local colls, 41 total [4685s]
  W1[57]=788: 0 local colls, 37 total [4691s]
  W1[57]=791: 0 local colls, 39 total [4697s]
  W1[57]=789: 1 local colls, 51 total [4698s]
  W1[57]=792: 1 local colls, 45 total [4703s]
  W1[57]=798: 2 local colls, 46 total [4703s]
  W1[57]=790: 0 local colls, 39 total [4707s]
  W1[57]=793: 0 local colls, 56 total [4709s]
  W1[57]=794: 0 local colls, 54 total [4710s]
  W1[57]=795: 2 local colls, 49 total [4710s]
  W1[57]=797: 0 local colls, 45 total [4710s]
  W1[57]=796: 1 local colls, 43 total [4720s]
  W1[57]=799: 1 local colls, 51 total [4729s]
  W1[57]=800: 1 local colls, 59 total [4735s]
  W1[57]=803: 1 local colls, 42 total [4751s]
  W1[57]=801: 2 local colls, 51 total [4758s]
  W1[57]=809: 2 local colls, 41 total [4760s]
  W1[57]=802: 0 local colls, 39 total [4760s]
  W1[57]=806: 0 local colls, 51 total [4761s]
  W1[57]=804: 0 local colls, 37 total [4767s]
  W1[57]=805: 0 local colls, 39 total [4768s]
  W1[57]=807: 1 local colls, 46 total [4774s]
  W1[57]=808: 0 local colls, 46 total [4775s]
  W1[57]=812: 0 local colls, 49 total [4775s]
  W1[57]=811: 1 local colls, 55 total [4779s]
  W1[57]=813: 3 local colls, 48 total [4787s]
  W1[57]=810: 0 local colls, 56 total [4788s]
  W1[57]=814: 1 local colls, 44 total [4800s]
  W1[57]=815: 0 local colls, 51 total [4805s]
  W1[57]=816: 0 local colls, 59 total [4815s]
  W1[57]=817: 0 local colls, 42 total [4824s]
  W1[57]=822: 2 local colls, 39 total [4827s]
  W1[57]=821: 2 local colls, 53 total [4829s]
  W1[57]=820: 0 local colls, 39 total [4831s]
  W1[57]=819: 1 local colls, 42 total [4832s]
  W1[57]=824: 2 local colls, 48 total [4833s]
  W1[57]=827: 1 local colls, 56 total [4835s]
  W1[57]=818: 0 local colls, 51 total [4837s]
  W1[57]=823: 2 local colls, 41 total [4840s]
  W1[57]=826: 1 local colls, 50 total [4843s]
  W1[57]=825: 5 local colls, 51 total [4850s]
  W1[57]=828: 0 local colls, 48 total [4861s]
  W1[57]=829: 1 local colls, 57 total [4864s]
  W1[57]=831: 0 local colls, 51 total [4873s]
  W1[57]=830: 0 local colls, 44 total [4875s]
  W1[57]=832: 1 local colls, 60 total [4881s]
  W1[57]=837: 1 local colls, 43 total [4887s]
  W1[57]=833: 0 local colls, 42 total [4898s]
  W1[57]=836: 2 local colls, 41 total [4899s]
  W1[57]=834: 0 local colls, 39 total [4900s]
  W1[57]=838: 1 local colls, 49 total [4903s]
  W1[57]=835: 1 local colls, 54 total [4905s]
  W1[57]=842: 0 local colls, 50 total [4906s]
  W1[57]=840: 2 local colls, 53 total [4908s]
  W1[57]=839: 0 local colls, 56 total [4908s]
  W1[57]=841: 2 local colls, 43 total [4920s]
  W1[57]=843: 2 local colls, 53 total [4924s]
  W1[57]=845: 1 local colls, 58 total [4933s]
  W1[57]=844: 0 local colls, 48 total [4935s]
  W1[57]=847: 3 local colls, 47 total [4942s]
  W1[57]=848: 1 local colls, 61 total [4947s]
  W1[57]=846: 1 local colls, 52 total [4948s]
  W1[57]=849: 0 local colls, 43 total [4962s]
  W1[57]=851: 1 local colls, 42 total [4966s]
  W1[57]=852: 1 local colls, 40 total [4970s]
  W1[57]=855: 2 local colls, 52 total [4978s]
  W1[57]=857: 2 local colls, 58 total [4981s]
  W1[57]=854: 2 local colls, 56 total [4982s]
  W1[57]=856: 1 local colls, 54 total [4983s]
  W1[57]=850: 0 local colls, 42 total [4986s]
  W1[57]=853: 0 local colls, 49 total [4991s]
  W1[57]=858: 2 local colls, 45 total [4995s]
  W1[57]=859: 0 local colls, 53 total [4996s]
  W1[57]=861: 1 local colls, 49 total [5000s]
  W1[57]=860: 4 local colls, 62 total [5003s]
  W1[57]=863: 0 local colls, 61 total [5015s]
  W1[57]=862: 1 local colls, 48 total [5021s]
  W1[57]=865: 1 local colls, 44 total [5023s]
  W1[57]=867: 2 local colls, 42 total [5028s]
  W1[57]=864: 1 local colls, 53 total [5029s]
  W1[57]=866: 0 local colls, 42 total [5039s]
  W1[57]=871: 0 local colls, 54 total [5041s]
  W1[57]=877: 1 local colls, 63 total [5048s]
  W1[57]=874: 0 local colls, 45 total [5057s]
  W1[57]=869: 1 local colls, 59 total [5058s]
  W1[57]=873: 2 local colls, 51 total [5059s]
  W1[57]=868: 1 local colls, 53 total [5060s]
  W1[57]=870: 1 local colls, 57 total [5067s]
  W1[57]=875: 1 local colls, 54 total [5069s]
  W1[57]=872: 1 local colls, 43 total [5077s]
  W1[57]=879: 3 local colls, 51 total [5085s]
  W1[57]=876: 1 local colls, 50 total [5087s]
  W1[57]=878: 2 local colls, 63 total [5092s]
  W1[57]=880: 0 local colls, 44 total [5097s]
  W1[57]=882: 0 local colls, 53 total [5098s]
  W1[57]=881: 1 local colls, 43 total [5099s]
  W1[57]=883: 0 local colls, 42 total [5107s]
  W1[57]=885: 0 local colls, 63 total [5110s]
  W1[57]=884: 0 local colls, 54 total [5112s]
  W1[57]=887: 1 local colls, 60 total [5121s]
  W1[57]=888: 0 local colls, 51 total [5123s]
  W1[57]=889: 1 local colls, 54 total [5135s]
  W1[57]=886: 1 local colls, 46 total [5137s]
  W1[57]=891: 1 local colls, 55 total [5139s]
  W1[57]=890: 2 local colls, 59 total [5140s]
  W1[57]=892: 1 local colls, 44 total [5150s]
  W1[57]=896: 0 local colls, 44 total [5159s]
  W1[57]=897: 1 local colls, 54 total [5163s]
  W1[57]=893: 3 local colls, 54 total [5165s]
  W1[57]=894: 0 local colls, 50 total [5169s]
  W1[57]=900: 2 local colls, 65 total [5173s]
  W1[57]=898: 2 local colls, 45 total [5173s]
  W1[57]=895: 1 local colls, 64 total [5173s]
  W1[57]=903: 2 local colls, 53 total [5179s]
  W1[57]=899: 1 local colls, 43 total [5181s]
  W1[57]=902: 1 local colls, 61 total [5183s]
  W1[57]=901: 1 local colls, 55 total [5186s]
  W1[57]=905: 0 local colls, 46 total [5201s]
  W1[57]=906: 0 local colls, 55 total [5207s]
  W1[57]=907: 3 local colls, 62 total [5209s]
  W1[57]=904: 1 local colls, 55 total [5213s]
  W1[57]=911: 2 local colls, 56 total [5223s]
  W1[57]=908: 1 local colls, 45 total [5226s]
  W1[57]=912: 2 local colls, 52 total [5228s]
  W1[57]=909: 0 local colls, 44 total [5228s]
  W1[57]=913: 0 local colls, 65 total [5235s]
  W1[57]=910: 0 local colls, 54 total [5237s]
  W1[57]=919: 1 local colls, 56 total [5240s]
  W1[57]=915: 2 local colls, 66 total [5241s]
  W1[57]=916: 1 local colls, 54 total [5252s]
  W1[57]=914: 3 local colls, 48 total [5254s]
  W1[57]=918: 1 local colls, 62 total [5254s]
  W1[57]=920: 0 local colls, 46 total [5260s]
  W1[57]=917: 1 local colls, 44 total [5262s]
  W1[57]=923: 4 local colls, 59 total [5275s]
  W1[57]=921: 2 local colls, 57 total [5278s]
  W1[57]=922: 1 local colls, 63 total [5280s]
  W1[57]=926: 1 local colls, 53 total [5297s]
  W1[57]=927: 4 local colls, 48 total [5298s]
  W1[57]=932: 3 local colls, 57 total [5299s]
  W1[57]=931: 1 local colls, 67 total [5301s]
  W1[57]=924: 1 local colls, 57 total [5302s]
  W1[57]=925: 0 local colls, 45 total [5303s]
  W1[57]=929: 0 local colls, 54 total [5306s]
  W1[57]=928: 0 local colls, 65 total [5307s]
  W1[57]=930: 2 local colls, 58 total [5308s]
  W1[57]=933: 1 local colls, 49 total [5320s]
  W1[57]=934: 0 local colls, 62 total [5322s]
  W1[57]=935: 0 local colls, 46 total [5326s]
  W1[57]=936: 0 local colls, 44 total [5331s]
  W1[57]=939: 1 local colls, 64 total [5339s]
  W1[57]=937: 1 local colls, 60 total [5342s]
  W1[57]=940: 0 local colls, 53 total [5352s]
  W1[57]=938: 0 local colls, 57 total [5355s]
  W1[57]=942: 2 local colls, 59 total [5363s]
  W1[57]=944: 0 local colls, 57 total [5365s]
  W1[57]=941: 0 local colls, 48 total [5368s]
  W1[57]=946: 0 local colls, 54 total [5368s]
  W1[57]=945: 2 local colls, 47 total [5376s]
  W1[57]=947: 0 local colls, 65 total [5377s]
  W1[57]=943: 1 local colls, 68 total [5380s]
  W1[57]=948: 2 local colls, 60 total [5384s]
  W1[57]=949: 0 local colls, 49 total [5388s]
  W1[57]=950: 1 local colls, 63 total [5390s]
  W1[57]=951: 0 local colls, 46 total [5397s]
  W1[57]=953: 0 local colls, 64 total [5401s]
  W1[57]=954: 0 local colls, 60 total [5412s]
  W1[57]=952: 0 local colls, 44 total [5422s]
  W1[57]=955: 0 local colls, 53 total [5422s]
  W1[57]=956: 0 local colls, 57 total [5426s]
  W1[57]=957: 0 local colls, 59 total [5434s]
  W1[57]=965: 0 local colls, 49 total [5439s]
  W1[57]=960: 0 local colls, 54 total [5439s]
  W1[57]=964: 0 local colls, 60 total [5439s]
  W1[57]=958: 1 local colls, 58 total [5440s]
  W1[57]=959: 1 local colls, 49 total [5441s]
  W1[57]=961: 1 local colls, 48 total [5442s]
  W1[57]=962: 0 local colls, 65 total [5457s]
  W1[57]=967: 3 local colls, 49 total [5457s]
  W1[57]=963: 0 local colls, 68 total [5458s]
  W1[57]=966: 1 local colls, 64 total [5461s]
  W1[57]=968: 0 local colls, 64 total [5471s]
  W1[57]=973: 1 local colls, 60 total [5490s]
  W1[57]=975: 1 local colls, 55 total [5492s]
  W1[57]=971: 1 local colls, 54 total [5493s]
  W1[57]=972: 0 local colls, 57 total [5494s]
  W1[57]=969: 2 local colls, 62 total [5494s]
  W1[57]=970: 1 local colls, 45 total [5504s]
  W1[57]=976: 1 local colls, 61 total [5506s]
  W1[57]=978: 2 local colls, 51 total [5511s]
  W1[57]=979: 0 local colls, 48 total [5512s]
  W1[57]=977: 0 local colls, 58 total [5513s]
  W1[57]=974: 2 local colls, 51 total [5518s]
  W1[57]=980: 1 local colls, 66 total [5526s]
  W1[57]=981: 1 local colls, 50 total [5527s]
  W1[57]=982: 2 local colls, 70 total [5532s]
  W1[57]=984: 0 local colls, 64 total [5535s]
  W1[57]=983: 1 local colls, 65 total [5535s]
  W1[57]=988: 0 local colls, 57 total [5544s]
  W1[57]=985: 0 local colls, 60 total [5554s]
  W1[57]=986: 0 local colls, 55 total [5562s]
  W1[57]=989: 0 local colls, 62 total [5565s]
  W1[57]=987: 1 local colls, 55 total [5567s]
  W1[57]=990: 0 local colls, 45 total [5568s]
  W1[57]=991: 2 local colls, 63 total [5578s]
  W1[57]=993: 1 local colls, 49 total [5581s]
  W1[57]=994: 1 local colls, 59 total [5582s]
  W1[57]=995: 0 local colls, 51 total [5583s]
  W1[57]=992: 0 local colls, 51 total [5584s]
  W1[57]=997: 0 local colls, 50 total [5592s]
  W1[57]=998: 0 local colls, 70 total [5597s]
  W1[57]=996: 2 local colls, 68 total [5600s]
  W1[57]=1000: 0 local colls, 65 total [5601s]
  W1[57]=999: 0 local colls, 64 total [5606s]
  W1[57]=1001: 0 local colls, 57 total [5608s]
  W1[57]=1002: 1 local colls, 61 total [5622s]
  W1[57]=1004: 1 local colls, 63 total [5633s]
  W1[57]=1005: 0 local colls, 55 total [5634s]
  W1[57]=1007: 1 local colls, 64 total [5637s]
  W1[57]=1003: 0 local colls, 55 total [5637s]
  W1[57]=1008: 0 local colls, 49 total [5640s]
  W1[57]=1010: 2 local colls, 53 total [5642s]
  W1[57]=1006: 1 local colls, 46 total [5645s]
  W1[57]=1009: 1 local colls, 60 total [5652s]
  W1[57]=1011: 0 local colls, 51 total [5655s]
  W1[57]=1012: 2 local colls, 52 total [5662s]
  W1[57]=1014: 0 local colls, 68 total [5665s]
  W1[57]=1015: 0 local colls, 65 total [5666s]
  W1[57]=1013: 2 local colls, 72 total [5672s]
  W1[57]=1016: 2 local colls, 66 total [5672s]
  W1[57]=1017: 0 local colls, 57 total [5674s]
  W1[57]=1018: 0 local colls, 61 total [5676s]
  W1[57]=1021: 4 local colls, 68 total [5690s]
  W1[57]=1020: 0 local colls, 55 total [5691s]
  W1[57]=1023: 1 local colls, 50 total [5694s]
  W1[57]=1019: 1 local colls, 64 total [5696s]
  W1[57]=1022: 3 local colls, 58 total [5697s]

=== Results N=10 ===
Collisions: 946
Time: 5697.4 seconds
log2(collisions): 9.89 bits
Done.
