record,candidate_id,input_hw,rounds,start_hw,best_hw,improvement,best_m2,best_state_diff
1,bit13_m916a56aa,35,16,142,88,54,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00001000,0x00000000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x80008100,0x814a8220","0x10911490,0x44cb5120,0x3cb9008e,0xd5f47304,0x00040009,0x8a10482a,0x9e52d829,0x848af03a"
2,bit13_m916a56aa,36,16,123,92,31,"0x08000000,0x00000000,0x08000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000200,0x00000000,0x00000000,0x00010000,0x84fde220","0x01200104,0x03b189fa,0xaa33832e,0x3653019a,0x04808410,0x111319af,0x0719a247,0x6026c68b"
3,bit13_m916a56aa,38,16,130,73,57,"0x00000000,0x00000000,0x00080000,0x20000000,0x00000000,0x00000000,0x00000000,0x00020800,0x00000000,0x00000000,0x00800000,0x00000000,0x00021000,0x04100081,0xc4000000,0xf070c39f","0x88042012,0x21001847,0x026463b0,0x2cab6158,0x11410840,0x90a80c45,0x8046d0c4,0x10000eb8"
4,bit13_m916a56aa,38,16,136,88,48,"0x00000000,0x00000000,0x00000000,0x00400008,0x10040000,0x10000000,0x00000000,0x00000010,0x00000000,0x00000000,0x08000000,0x00400000,0x80000000,0x00000000,0x01000088,0x60b83710","0x80114800,0x650c0546,0x30891b2f,0x2bccb679,0x01400040,0xae00c013,0x5a10c9c4,0x48a43d9d"
5,bit13_m916a56aa,41,16,122,79,43,"0x00000000,0x00000000,0x00000000,0x08000000,0x00000008,0x00100000,0x00000000,0x00000000,0x00000200,0x00000100,0x00000200,0x01000000,0x00000000,0x00040000,0x80110808,0x449dc3a4","0x02000214,0x4c1838c5,0x00224353,0x098a5921,0xc8008140,0x004ca080,0xbcca96dd,0x4f902489"
6,bit13_m916a56aa,41,16,121,84,37,"0x00000000,0x00000000,0x00000000,0x00000000,0x00010000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000010,0x00000000,0x10000000,0x00080000,0x20001000,0x40008002,0x61c090de","0x80042400,0x29705343,0x1894d28a,0x0b8c3891,0x15810060,0xc99c4300,0x4f0883b4,0x74860b24"
7,bit13_m916a56aa,42,16,130,80,50,"0x00000000,0x00010000,0x00000000,0x00000000,0x00100002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x10000000,0x00000000,0x00800000,0x00000000,0x84280000,0xb3b1b3e4","0x15004102,0xa5089513,0x4ea00102,0x27895562,0x00601000,0x4762a42c,0xe0a08a11,0xb6408778"
8,bit13_m916a56aa,42,16,119,82,37,"0x00000000,0x00000000,0x00000020,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00200000,0x00000000,0x00000000,0x00600010,0x09f694a3","0x21240100,0x0f51001c,0x79c52058,0xf682d854,0x10009004,0xc0dc3482,0x4cf00055,0xd224382c"
