record,candidate_id,input_hw,rounds,start_hw,best_hw,improvement,best_m2,best_state_diff
20,bit13_m916a56aa,41,12,142,91,51,"0x00008000,0x00040000,0x00000000,0x00000009,0x00000400,0x00000000,0x00000000,0x00000008,0x00000002,0x00000000,0x00060800,0xe40f8610,0x065ffe8f,0xdcf7d158,0x9fed31d2,0x819a0467","0x020a8801,0x31c64310,0x8341da95,0x3bc201d2,0x98000128,0xa0aa8483,0x649a723d,0x346e38c4"
21,bit13_m916a56aa,41,12,136,91,45,"0x10000000,0x00000000,0x00000080,0x00001000,0x00000000,0x00000000,0x00000000,0x00000000,0x00208480,0x04010000,0x08002020,0xb8c58a02,0x27e5825e,0x714d6547,0x9d55a78c,0xcc91f0a2","0xa4000410,0x59818c44,0xc431a07e,0x73904341,0x00892086,0x09485cca,0x18da87d4,0x9e06de50"
22,bit13_m916a56aa,41,12,118,93,25,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00020000,0x00200000,0x9bd86fae,0x2e10c958,0xa07fc96b,0x807c21e1,0xfae45971","0x32494092,0x41948191,0x7604b15f,0xc3c9cd62,0x04808000,0xc2732080,0x5e254831,0xa117f20d"
23,bit13_m916a56aa,41,12,135,88,47,"0x01000000,0x40000000,0x00000020,0x00000000,0x00080000,0x00000000,0x20000000,0x00001000,0x00000000,0x08080080,0xa0446008,0x0180908a,0xc11fd869,0xc2998cf6,0xb8c861da,0x58b6dd57","0x28000540,0xa6665859,0xe201b748,0x60950360,0x00102031,0x94a72020,0xed34da41,0x324d4a5a"
24,bit13_m916a56aa,41,12,128,84,44,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000100,0x00000008,0x00000000,0x00081000,0x10004022,0xe683c04a,0x10d6f4c8,0x16a0b95e,0x232143ba,0x517e8b7f","0xa8221906,0x388d20a8,0x22a4b4a7,0xda0d9861,0x00004000,0x54a81206,0x32d19a5a,0x10ec9200"
25,bit13_m916a56aa,41,12,132,100,32,"0x00000000,0x00100000,0x00002000,0x00000000,0x00000020,0x00000000,0x00000004,0x00000000,0x00000000,0x10000000,0x10001010,0x1643f8e0,0x203fc886,0x3d9f715b,0x5031d940,0x52c943ba","0x4200128b,0x5141819a,0x58a44447,0x452741a7,0x20440800,0x3a8e2f2b,0x1ad191d2,0x1977c7fa"
26,bit13_m916a56aa,41,12,132,88,44,"0x08200001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x20000000,0x00000000,0x00008000,0x00000000,0x10089000,0x072081b7,0x4bddde5f,0xbd526aa7,0x1dd271d6,0xd76d43ae","0x0a005032,0x05209a62,0x813e8ea8,0x48022aaa,0x004c0300,0x12330b4e,0xf6a2fa82,0x6212c465"
27,bit13_m916a56aa,41,12,129,86,43,"0x00402000,0x00000004,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x40000000,0x10144200,0x80084400,0xd5ec8c42,0x2039b9af,0x6ff1ca5a,0x8d0b09ca,0xdd63e714","0x202d3064,0x9512891d,0x3594402d,0xaa1c8361,0x94808401,0x9ce0c092,0x80010b60,0xd008a933"
28,bit13_m916a56aa,42,12,130,78,52,"0x00800000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000100,0x00000000,0x00000000,0x00000000,0x11010000,0x0408cc30,0x35ece988,0x8d9336e6,0x0c39580b,0xc958e005","0x0180208c,0x8d72c409,0x2600a06f,0x7c244461,0x08080622,0x0c901480,0x290c0020,0x89a5e67c"
29,bit13_m916a56aa,42,12,123,84,39,"0x00000000,0x00000004,0x01000000,0x00000000,0x00000000,0x00000000,0x04000000,0x00000000,0x00000000,0x00000000,0x0020080b,0xe0004716,0x76f2221e,0x687d52b5,0xccf610b8,0xfa8cb187","0x311a0244,0x0208824c,0x69481324,0xa523f281,0x0804a411,0xcc408005,0x13ca016c,0xbaf0058f"
30,bit13_m916a56aa,42,12,117,85,32,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00008000,0x00000000,0x00000000,0x00000000,0x00200800,0x4889fd07,0x6f46eb7e,0x1a92b870,0x06ec9e12,0xcfd54e1a","0x42020400,0xab4948c0,0xf7868365,0x5fc18c24,0x20208836,0x0200b4de,0x9b42c985,0x0400c900"
31,bit13_m916a56aa,42,12,119,87,32,"0x00000000,0x04000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00200043,0x91c91e13,0x38f5454e,0x4b435140,0x8f72249a,0xc1863493","0x89001190,0x6229ccce,0x45cacb80,0x890b7ca9,0x0000a004,0x220e1092,0x926e0c10,0x1c38ae4c"
32,bit13_m916a56aa,42,12,129,83,46,"0x00040000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x10000000,0x00000000,0x00004000,0x40400020,0x2c1a0b1b,0x8a9315a8,0x326ca9d9,0x0251c60f,0x515c1de8","0x4d581048,0x2a20d670,0x130d0dac,0x2402b182,0x10406020,0x102068c2,0xcc8a282a,0x1d15c1c3"
33,bit13_m916a56aa,42,12,130,81,49,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000100,0x00000000,0x00100000,0x00010000,0x60000300,0xf75da098,0x37fc1e9b,0x5b343463,0xce61a4a7,0x2e3bfff6","0x80080000,0x13ae3110,0x34524571,0x4a6100a0,0x02944434,0x574080da,0x01d5059a,0x718623c4"
34,bit13_m916a56aa,42,12,124,81,43,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x08008000,0x00000000,0x00404100,0xef13414c,0xaeedaadb,0xdf313962,0x92c70399,0x575847e6","0x00022a00,0x061350ee,0x745a6819,0x4c71a297,0x22400008,0x85082810,0x052010f1,0x5680fa72"
35,bit13_m916a56aa,42,12,128,99,29,"0x00000080,0x00000000,0x01000000,0x00000000,0x00400040,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x21021840,0x8d78f63c,0xda254009,0x94110b8d,0x9f986628","0x44200081,0x019024a9,0x6258f02e,0x0a01eb9b,0x02029411,0x8b8920ad,0x2caaaf49,0xc65b7ff2"
36,bit13_m916a56aa,42,12,113,76,37,"0x00000000,0x00000000,0x00000000,0x00000400,0x00000080,0x00000000,0x00000000,0x00000000,0x00000000,0x00000001,0x00008400,0xca184c9c,0x3b9dd87c,0x7256ab34,0x04614de7,0x143ad531","0x8240080c,0x0a541122,0x95d2ae80,0x084d0098,0x104a40c0,0x8a80d280,0x052e1424,0x0b472c1c"
37,bit13_m916a56aa,42,12,120,96,24,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000400,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00300001,0x07809d00,0x335a2887,0x95b7f65f,0xcd4c0113,0x850fe4d7","0x50020845,0x144f0e02,0x042d6604,0x817e9c6b,0x0288c420,0x3a09705b,0x494c91f9,0xd2833c72"
38,bit13_m916a56aa,43,12,122,95,27,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00040000,0x00000000,0x00000000,0x00800810,0x42028500,0xadb50a94,0xa471ca21,0x6defef82,0xd61e24da","0x08021644,0x18350851,0x318d5045,0xa3a35007,0x42942023,0x592aac04,0x219036f9,0x36ff9223"
39,bit13_m916a56aa,43,12,117,90,27,"0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x20000000,0x00000000,0x00000000,0x00000400,0x00000000,0x08001900,0x20084620,0x47828b4d,0x7093f664,0x0c2a9b2b,0x5604b0bf","0x06014110,0xc14e3a1b,0x20bd4210,0x312c2750,0x80608445,0xa8a12468,0x9425c4b1,0x8b5a8279"
40,bit13_m916a56aa,43,12,130,90,40,"0x00000020,0x00000000,0x00114000,0x00080000,0x00000000,0x00100000,0x00000000,0x00004000,0x00000000,0x28000000,0x40010080,0x01104825,0xaa3e963c,0x2f23dce5,0x0ea831d4,0x23df5cc0","0x4308a841,0x3110cccd,0xf07ec340,0x224b9c0c,0x20000218,0x519016a2,0x819e833e,0x90171388"
41,bit13_m916a56aa,43,12,132,95,37,"0x01000000,0x00080000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00200040,0x00000100,0x00000000,0xc0040000,0x84045842,0xdbd639aa,0x18b26d87,0x6163565f,0x4fee064c","0x0526209a,0x82c10898,0x9577a947,0xd94610ae,0x20004a00,0xa1a24141,0x09b3385f,0xbc1908da"
42,bit13_m916a56aa,44,12,136,96,40,"0x00000000,0x00000000,0x00080000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000020,0x04020000,0x20100800,0x173011d3,0x632272ee,0x094cd381,0xdbc9341f,0x16fc39d8","0x7802020c,0x8fe7c0ec,0xd4a9c402,0xd0b8e2a0,0x00204002,0xa34826d2,0x5a2cd4c1,0x0c666d96"
43,bit13_m916a56aa,44,12,122,80,42,"0x00008000,0x00000000,0x02000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000009,0x476e0846,0xe4d8bac2,0x9a84fad4,0x3154ec51,0x794fbfb7","0x000000a0,0xc5810244,0xc0284362,0x54915141,0x258a0080,0x4635c2e0,0x1643578a,0x4cd2f02a"
