# Top alternate radius-1 masks for continuation.
# Source: F173 seeded pass ranks 2-10 plus F172 independent-pass winner.
# Excludes known winner 0,1,3,8,9, which is already confirmed at score 87.
0,1,8,9,15
0,1,2,3,8
0,1,8,9,10
0,1,2,7,8
0,2,5,8,9
1,2,3,8,9
0,1,8,9,14
0,1,2,8,11
0,1,7,8,9
0,1,2,7,9
